Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived,class_level_Freshman,class_level_Sophomore,class_level_Junior,class_level_Senior,class_level_Graduate,class_level_Extension,class_level_Visitor,reason_taking_class_Major,reason_taking_class_Minor,reason_taking_class_Gen_Ed,reason_taking_class_Elective,reason_taking_class_Interest,grade_expect_class_A,grade_expect_class_B,grade_expect_class_C,grade_expect_class_D,grade_expect_class_F,grade_expect_class_P,grade_expect_class_NP,learned_great_deal_course_Strongly_Disagree,learned_great_deal_course_Disagree,learned_great_deal_course_Neither_Agree_nor_Disagree,learned_great_deal_course_Agree,learned_great_deal_course_Strongly_Agree,learned_great_deal_course_Not_Applicable,many_hours_week_spend_studying_outside_class_average_01,many_hours_week_spend_studying_outside_class_average_23,many_hours_week_spend_studying_outside_class_average_45,many_hours_week_spend_studying_outside_class_average_67,many_hours_week_spend_studying_outside_class_average_89,many_hours_week_spend_studying_outside_class_average_1011,many_hours_week_spend_studying_outside_class_average_1213,many_hours_week_spend_studying_outside_class_average_1415,many_hours_week_spend_studying_outside_class_average_1617,many_hours_week_spend_studying_outside_class_average_1819,many_hours_week_spend_studying_outside_class_average_20_or_more,often_attend_course_Very_Rarely,often_attend_course_Some_of_the_Time,often_attend_course_Most_of_the_Time,course_material_intellectually_stimulating_Strongly_Disagree,course_material_intellectually_stimulating_Disagree,course_material_intellectually_stimulating_Neither_Agree_nor_Disagree,course_material_intellectually_stimulating_Agree,course_material_intellectually_stimulating_Strongly_Agree,course_material_intellectually_stimulating_Not_Applicable,assignments_promote_learning_Strongly_Disagree,assignments_promote_learning_Disagree,assignments_promote_learning_Neither_Agree_nor_Disagree,assignments_promote_learning_Agree,assignments_promote_learning_Strongly_Agree,assignments_promote_learning_Not_Applicable,required_reading_useful_Strongly_Disagree,required_reading_useful_Disagree,required_reading_useful_Neither_Agree_nor_Disagree,required_reading_useful_Agree,required_reading_useful_Strongly_Agree,required_reading_useful_Not_Applicable,course_difficult_relative_others_Strongly_Disagree,course_difficult_relative_others_Disagree,course_difficult_relative_others_Neither_Agree_nor_Disagree,course_difficult_relative_others_Agree,course_difficult_relative_others_Strongly_Agree,course_difficult_relative_others_Not_Applicable,exams_representative_course_material_Strongly_Disagree,exams_representative_course_material_Disagree,exams_representative_course_material_Neither_Agree_nor_Disagree,exams_representative_course_material_Agree,exams_representative_course_material_Strongly_Agree,exams_representative_course_material_Not_Applicable,recommend_course_overall_Yes,recommend_course_overall_No,instructor_displays_proficient_command_material_Strongly_Disagree,instructor_displays_proficient_command_material_Disagree,instructor_displays_proficient_command_material_Neither_Agree_nor_Disagree,instructor_displays_proficient_command_material_Agree,instructor_displays_proficient_command_material_Strongly_Agree,instructor_displays_proficient_command_material_Not_Applicable,instructor_well_prepared_classes_Strongly_Disagree,instructor_well_prepared_classes_Disagree,instructor_well_prepared_classes_Neither_Agree_nor_Disagree,instructor_well_prepared_classes_Agree,instructor_well_prepared_classes_Strongly_Agree,instructor_well_prepared_classes_Not_Applicable,instructors_speech_clear_audible_Strongly_Disagree,instructors_speech_clear_audible_Disagree,instructors_speech_clear_audible_Neither_Agree_nor_Disagree,instructors_speech_clear_audible_Agree,instructors_speech_clear_audible_Strongly_Agree,instructors_speech_clear_audible_Not_Applicable,instructor_explains_course_material_well_Strongly_Disagree,instructor_explains_course_material_well_Disagree,instructor_explains_course_material_well_Neither_Agree_nor_Disagree,instructor_explains_course_material_well_Agree,instructor_explains_course_material_well_Strongly_Agree,instructor_explains_course_material_well_Not_Applicable,lectures_hold_attention_Strongly_Disagree,lectures_hold_attention_Disagree,lectures_hold_attention_Neither_Agree_nor_Disagree,lectures_hold_attention_Agree,lectures_hold_attention_Strongly_Agree,lectures_hold_attention_Not_Applicable,instructor’s_lecture_style_facilitates_notetaking_Strongly_Disagree,instructor’s_lecture_style_facilitates_notetaking_Disagree,instructor’s_lecture_style_facilitates_notetaking_Neither_Agree_nor_Disagree,instructor’s_lecture_style_facilitates_notetaking_Agree,instructor’s_lecture_style_facilitates_notetaking_Strongly_Agree,instructor’s_lecture_style_facilitates_notetaking_Not_Applicable,instructor_shows_concern_students_learning_Strongly_Disagree,instructor_shows_concern_students_learning_Disagree,instructor_shows_concern_students_learning_Neither_Agree_nor_Disagree,instructor_shows_concern_students_learning_Agree,instructor_shows_concern_students_learning_Strongly_Agree,instructor_shows_concern_students_learning_Not_Applicable,instructor_promotes_appropriate_questionsdiscussion_Strongly_Disagree,instructor_promotes_appropriate_questionsdiscussion_Disagree,instructor_promotes_appropriate_questionsdiscussion_Neither_Agree_nor_Disagree,instructor_promotes_appropriate_questionsdiscussion_Agree,instructor_promotes_appropriate_questionsdiscussion_Strongly_Agree,instructor_promotes_appropriate_questionsdiscussion_Not_Applicable,instructor_accessible_outside_class_Strongly_Disagree,instructor_accessible_outside_class_Disagree,instructor_accessible_outside_class_Neither_Agree_nor_Disagree,instructor_accessible_outside_class_Agree,instructor_accessible_outside_class_Strongly_Agree,instructor_accessible_outside_class_Not_Applicable,instructor_starts_finishes_class_time_Strongly_Disagree,instructor_starts_finishes_class_time_Disagree,instructor_starts_finishes_class_time_Neither_Agree_nor_Disagree,instructor_starts_finishes_class_time_Agree,instructor_starts_finishes_class_time_Strongly_Agree,instructor_starts_finishes_class_time_Not_Applicable,instructor_effective_promoting_academic_integrity_Strongly_Disagree,instructor_effective_promoting_academic_integrity_Disagree,instructor_effective_promoting_academic_integrity_Neither_Agree_nor_Disagree,instructor_effective_promoting_academic_integrity_Agree,instructor_effective_promoting_academic_integrity_Strongly_Agree,instructor_effective_promoting_academic_integrity_Not_Applicable,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Strongly_Disagree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Disagree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Neither_Agree_nor_Disagree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Agree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Strongly_Agree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Not_Applicable,recommend_professor_overall_Yes,recommend_professor_overall_No
"Postero,NancyGrey",HMNR101-HumanRightsII:ContempIssue(A),SP19,12,4,100.0%,100.0%,7.00,A(4.00),N/A,0,0,50,50,0,0,0,0,75,0,0,25,100,0,0,0,0,0,0,0,0,0,25,75,0,0,25,25,0,25,0,25,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,25,75,0,25,0,25,50,0,0,0,0,0,50,50,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,25,75,0,0,0,25,0,75,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0
"Shafir,Gershon",HMNR100-HumanRightsI:Introduction(A),WI19,14,6,100.0%,100.0%,4.83,B+(3.67),N/A,17,17,67,0,0,0,0,0,83,0,0,17,67,33,0,0,0,0,0,0,0,0,33,67,0,0,17,67,0,17,0,0,0,0,0,0,0,33,67,0,0,0,17,83,0,0,0,0,0,100,0,0,17,17,0,67,0,0,33,67,0,0,0,0,0,0,33,17,50,100,0,0,0,0,17,83,0,0,0,0,17,83,0,0,0,17,33,50,0,0,0,0,17,83,0,0,0,17,17,67,0,0,17,0,33,50,0,0,0,17,17,67,0,0,0,0,20,80,0,0,0,17,33,50,0,0,0,0,0,100,0,0,0,0,67,33,0,0,0,0,33,67,0,100,0
"Patterson,PatrickH.",HMNR100-HumanRightsI:Introduction(A),WI18,14,12,100.0%,100.0%,7.50,B+(3.67),N/A,17,58,17,8,0,0,0,8,58,0,0,33,67,33,0,0,0,0,0,8,0,0,17,75,0,0,8,33,0,25,25,8,0,0,0,0,0,8,92,8,0,0,0,92,0,8,0,0,17,75,0,8,0,0,8,83,0,0,33,42,17,8,0,0,0,8,0,92,0,100,0,0,0,0,8,92,0,0,0,0,8,92,0,0,0,0,0,100,0,0,0,0,8,92,0,0,0,8,25,67,0,8,8,17,0,33,33,0,0,8,17,75,0,0,0,0,0,100,0,8,0,0,17,75,0,0,8,0,17,75,0,0,0,0,8,92,0,0,0,0,0,100,0,100,0
"Postero,NancyGrey",HMNR101-HumanRightsII:ContempIssue(A),SP17,11,4,100.0%,75.0%,3.50,B+(3.50),N/A,0,0,50,50,0,0,0,0,50,0,0,50,50,50,0,0,0,0,0,0,0,25,50,0,25,25,25,25,25,0,0,0,0,0,0,0,0,0,100,0,0,0,75,25,0,0,25,0,50,0,25,0,25,25,50,0,0,0,50,25,25,0,0,0,0,0,100,0,0,100,0,0,0,0,50,50,0,0,0,0,25,75,0,0,0,0,25,75,0,0,0,0,75,25,0,0,50,0,50,0,0,0,0,75,25,0,0,0,0,0,100,0,0,0,0,0,75,25,0,0,0,0,75,25,0,0,0,0,75,25,0,0,0,0,50,50,0,0,25,0,50,25,0,75,25
"Patterson,PatrickH.",HMNR100-HumanRightsI:Introduction(A),WI17,14,13,100.0%,100.0%,8.04,A-(3.92),N/A,8,23,31,38,0,0,0,15,54,0,15,15,85,8,0,0,0,8,0,0,0,0,23,77,0,0,8,15,38,8,23,0,0,0,0,8,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,15,85,0,0,15,15,31,38,0,0,0,0,17,83,0,100,0,0,0,0,8,92,0,0,0,8,0,92,0,0,0,0,8,92,0,0,0,0,8,92,0,0,0,0,0,100,0,0,15,15,15,54,0,0,0,0,8,92,0,0,0,0,0,100,0,0,0,0,8,92,0,0,0,0,23,77,0,0,0,0,8,92,0,0,0,0,0,100,0,100,0
"Postero,NancyGrey",HMNR101-HumanRightsII:ContempIssue(A),SP16,18,11,81.8%,81.8%,5.70,B+(3.33),N/A,0,40,10,50,0,0,0,0,33,11,0,56,30,60,0,0,0,10,0,11,0,0,11,78,0,10,20,30,20,10,0,0,0,10,0,0,10,10,80,10,0,0,10,80,0,10,0,0,20,70,0,10,0,0,10,80,0,10,10,30,30,20,0,10,0,0,40,40,10,82,18,10,0,0,0,90,0,10,0,0,0,90,0,10,0,0,10,80,0,10,0,0,0,90,0,10,0,0,10,80,0,10,0,20,10,60,0,10,0,0,0,90,0,10,0,0,0,90,0,10,0,10,10,70,0,10,0,0,10,80,0,10,0,10,10,70,0,0,0,0,0,0,0,82,18
"Patterson,PatrickH.",HMNR100-HumanRightsI:Introduction(A),WI16,11,8,100.0%,100.0%,9.00,A-(3.75),N/A,0,25,25,50,0,0,0,12,88,0,0,0,75,25,0,0,0,0,0,0,0,12,0,88,0,0,0,12,12,25,38,12,0,0,0,0,0,0,100,0,0,0,12,88,0,0,0,0,12,88,0,0,0,0,12,88,0,0,12,25,38,25,0,0,0,12,0,88,0,100,0,0,0,0,0,88,12,0,0,0,0,88,12,0,0,0,12,88,0,0,0,0,0,88,12,0,0,12,12,62,12,12,12,0,12,50,12,0,0,12,12,75,0,0,0,0,12,88,0,0,0,12,12,75,0,0,0,0,12,88,0,0,0,0,12,75,12,0,0,0,0,0,0,100,0
"Postero,NancyGrey",HMNR101-HumanRightsII:ContempIssue(B),SP15,11,4,100.0%,100.0%,5.50,A-(3.75),N/A,0,50,25,25,0,0,0,0,75,0,25,0,75,25,0,0,0,0,0,0,0,0,0,100,0,0,0,75,0,25,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,25,25,50,0,0,0,0,0,100,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0
"Patterson,PatrickH.",HMNR100-HumanRightsI:Introduction(A),WI15,9,6,83.3%,83.3%,9.17,A-(3.80),N/A,0,33,67,0,0,0,0,0,40,0,0,60,67,17,0,0,0,17,0,0,0,20,20,60,0,0,0,33,0,0,50,0,17,0,0,0,0,0,100,0,0,17,17,67,0,0,0,17,17,67,0,0,0,17,17,67,0,0,0,0,33,67,0,0,0,0,17,67,17,83,17,0,0,0,33,67,0,0,0,17,17,67,0,0,0,17,17,67,0,0,0,17,17,67,0,0,0,17,17,67,0,0,17,33,17,33,0,0,0,0,33,67,0,0,0,0,33,67,0,0,0,0,33,67,0,0,0,17,50,33,0,0,0,0,33,67,0,0,0,0,0,0,0,83,17
"Patterson,PatrickH.",HMNR100-HumanRightsI:Hist.&Theory(A),WI14,10,9,100.0%,100.0%,8.94,B+(3.67),B+(3.58),0,0,33,67,0,0,0,11,56,0,0,33,78,11,11,0,0,0,0,0,0,0,11,89,0,0,0,11,11,44,11,22,0,0,0,0,0,11,89,0,0,0,11,89,0,0,0,0,0,100,0,0,0,0,0,100,0,0,11,22,22,44,0,0,0,0,0,100,0,100,0,0,0,0,11,89,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,22,78,0,0,11,11,33,44,0,11,33,22,11,22,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,11,78,11,0,22,33,22,22,0,0,0,11,0,89,0,0,0,0,0,0,0,100,0
