Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived,class_level_Freshman,class_level_Sophomore,class_level_Junior,class_level_Senior,class_level_Graduate,class_level_Extension,class_level_Visitor,reason_taking_class_Major,reason_taking_class_Minor,reason_taking_class_Gen_Ed,reason_taking_class_Elective,reason_taking_class_Interest,grade_expect_class_A,grade_expect_class_B,grade_expect_class_C,grade_expect_class_D,grade_expect_class_F,grade_expect_class_P,grade_expect_class_NP,learned_great_deal_course_Strongly_Disagree,learned_great_deal_course_Disagree,learned_great_deal_course_Neither_Agree_nor_Disagree,learned_great_deal_course_Agree,learned_great_deal_course_Strongly_Agree,learned_great_deal_course_Not_Applicable,many_hours_week_spend_studying_outside_class_average_01,many_hours_week_spend_studying_outside_class_average_23,many_hours_week_spend_studying_outside_class_average_45,many_hours_week_spend_studying_outside_class_average_67,many_hours_week_spend_studying_outside_class_average_89,many_hours_week_spend_studying_outside_class_average_1011,many_hours_week_spend_studying_outside_class_average_1213,many_hours_week_spend_studying_outside_class_average_1415,many_hours_week_spend_studying_outside_class_average_1617,many_hours_week_spend_studying_outside_class_average_1819,many_hours_week_spend_studying_outside_class_average_20_or_more,often_attend_course_Very_Rarely,often_attend_course_Some_of_the_Time,often_attend_course_Most_of_the_Time,course_material_intellectually_stimulating_Strongly_Disagree,course_material_intellectually_stimulating_Disagree,course_material_intellectually_stimulating_Neither_Agree_nor_Disagree,course_material_intellectually_stimulating_Agree,course_material_intellectually_stimulating_Strongly_Agree,course_material_intellectually_stimulating_Not_Applicable,assignments_promote_learning_Strongly_Disagree,assignments_promote_learning_Disagree,assignments_promote_learning_Neither_Agree_nor_Disagree,assignments_promote_learning_Agree,assignments_promote_learning_Strongly_Agree,assignments_promote_learning_Not_Applicable,required_reading_useful_Strongly_Disagree,required_reading_useful_Disagree,required_reading_useful_Neither_Agree_nor_Disagree,required_reading_useful_Agree,required_reading_useful_Strongly_Agree,required_reading_useful_Not_Applicable,course_difficult_relative_others_Strongly_Disagree,course_difficult_relative_others_Disagree,course_difficult_relative_others_Neither_Agree_nor_Disagree,course_difficult_relative_others_Agree,course_difficult_relative_others_Strongly_Agree,course_difficult_relative_others_Not_Applicable,exams_representative_course_material_Strongly_Disagree,exams_representative_course_material_Disagree,exams_representative_course_material_Neither_Agree_nor_Disagree,exams_representative_course_material_Agree,exams_representative_course_material_Strongly_Agree,exams_representative_course_material_Not_Applicable,recommend_course_overall_Yes,recommend_course_overall_No,instructor_displays_proficient_command_material_Strongly_Disagree,instructor_displays_proficient_command_material_Disagree,instructor_displays_proficient_command_material_Neither_Agree_nor_Disagree,instructor_displays_proficient_command_material_Agree,instructor_displays_proficient_command_material_Strongly_Agree,instructor_displays_proficient_command_material_Not_Applicable,instructor_well_prepared_classes_Strongly_Disagree,instructor_well_prepared_classes_Disagree,instructor_well_prepared_classes_Neither_Agree_nor_Disagree,instructor_well_prepared_classes_Agree,instructor_well_prepared_classes_Strongly_Agree,instructor_well_prepared_classes_Not_Applicable,instructors_speech_clear_audible_Strongly_Disagree,instructors_speech_clear_audible_Disagree,instructors_speech_clear_audible_Neither_Agree_nor_Disagree,instructors_speech_clear_audible_Agree,instructors_speech_clear_audible_Strongly_Agree,instructors_speech_clear_audible_Not_Applicable,instructor_explains_course_material_well_Strongly_Disagree,instructor_explains_course_material_well_Disagree,instructor_explains_course_material_well_Neither_Agree_nor_Disagree,instructor_explains_course_material_well_Agree,instructor_explains_course_material_well_Strongly_Agree,instructor_explains_course_material_well_Not_Applicable,lectures_hold_attention_Strongly_Disagree,lectures_hold_attention_Disagree,lectures_hold_attention_Neither_Agree_nor_Disagree,lectures_hold_attention_Agree,lectures_hold_attention_Strongly_Agree,lectures_hold_attention_Not_Applicable,instructor’s_lecture_style_facilitates_notetaking_Strongly_Disagree,instructor’s_lecture_style_facilitates_notetaking_Disagree,instructor’s_lecture_style_facilitates_notetaking_Neither_Agree_nor_Disagree,instructor’s_lecture_style_facilitates_notetaking_Agree,instructor’s_lecture_style_facilitates_notetaking_Strongly_Agree,instructor’s_lecture_style_facilitates_notetaking_Not_Applicable,instructor_shows_concern_students_learning_Strongly_Disagree,instructor_shows_concern_students_learning_Disagree,instructor_shows_concern_students_learning_Neither_Agree_nor_Disagree,instructor_shows_concern_students_learning_Agree,instructor_shows_concern_students_learning_Strongly_Agree,instructor_shows_concern_students_learning_Not_Applicable,instructor_promotes_appropriate_questionsdiscussion_Strongly_Disagree,instructor_promotes_appropriate_questionsdiscussion_Disagree,instructor_promotes_appropriate_questionsdiscussion_Neither_Agree_nor_Disagree,instructor_promotes_appropriate_questionsdiscussion_Agree,instructor_promotes_appropriate_questionsdiscussion_Strongly_Agree,instructor_promotes_appropriate_questionsdiscussion_Not_Applicable,instructor_accessible_outside_class_Strongly_Disagree,instructor_accessible_outside_class_Disagree,instructor_accessible_outside_class_Neither_Agree_nor_Disagree,instructor_accessible_outside_class_Agree,instructor_accessible_outside_class_Strongly_Agree,instructor_accessible_outside_class_Not_Applicable,instructor_starts_finishes_class_time_Strongly_Disagree,instructor_starts_finishes_class_time_Disagree,instructor_starts_finishes_class_time_Neither_Agree_nor_Disagree,instructor_starts_finishes_class_time_Agree,instructor_starts_finishes_class_time_Strongly_Agree,instructor_starts_finishes_class_time_Not_Applicable,instructor_effective_promoting_academic_integrity_Strongly_Disagree,instructor_effective_promoting_academic_integrity_Disagree,instructor_effective_promoting_academic_integrity_Neither_Agree_nor_Disagree,instructor_effective_promoting_academic_integrity_Agree,instructor_effective_promoting_academic_integrity_Strongly_Agree,instructor_effective_promoting_academic_integrity_Not_Applicable,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Strongly_Disagree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Disagree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Neither_Agree_nor_Disagree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Agree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Strongly_Agree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Not_Applicable,recommend_professor_overall_Yes,recommend_professor_overall_No,learned_great_deal_lab_Strongly_Disagree,learned_great_deal_lab_Disagree,learned_great_deal_lab_Neither_Agree_nor_Disagree,learned_great_deal_lab_Agree,learned_great_deal_lab_Strongly_Agree,learned_great_deal_lab_Not_Applicable,lab_course_helped_reinforce_concepts_learned_lecture_courses_Strongly_Disagree,lab_course_helped_reinforce_concepts_learned_lecture_courses_Disagree,lab_course_helped_reinforce_concepts_learned_lecture_courses_Neither_Agree_nor_Disagree,lab_course_helped_reinforce_concepts_learned_lecture_courses_Agree,lab_course_helped_reinforce_concepts_learned_lecture_courses_Strongly_Agree,lab_course_helped_reinforce_concepts_learned_lecture_courses_Not_Applicable,weekly_lecture_lab_course_helpful_Strongly_Disagree,weekly_lecture_lab_course_helpful_Disagree,weekly_lecture_lab_course_helpful_Neither_Agree_nor_Disagree,weekly_lecture_lab_course_helpful_Agree,weekly_lecture_lab_course_helpful_Strongly_Agree,weekly_lecture_lab_course_helpful_Not_Applicable,grading_lab_reports_consistent_Strongly_Disagree,grading_lab_reports_consistent_Disagree,grading_lab_reports_consistent_Neither_Agree_nor_Disagree,grading_lab_reports_consistent_Agree,grading_lab_reports_consistent_Strongly_Agree,grading_lab_reports_consistent_Not_Applicable,lab_manuals_helpful_Strongly_Disagree,lab_manuals_helpful_Disagree,lab_manuals_helpful_Neither_Agree_nor_Disagree,lab_manuals_helpful_Agree,lab_manuals_helpful_Strongly_Agree,lab_manuals_helpful_Not_Applicable,lab_difficult_relative_others_Strongly_Disagree,lab_difficult_relative_others_Disagree,lab_difficult_relative_others_Neither_Agree_nor_Disagree,lab_difficult_relative_others_Agree,lab_difficult_relative_others_Strongly_Agree,lab_difficult_relative_others_Not_Applicable,recommend_lab_overall_Yes,recommend_lab_overall_No,instructor_explains_lab_material_well_Strongly_Disagree,instructor_explains_lab_material_well_Disagree,instructor_explains_lab_material_well_Neither_Agree_nor_Disagree,instructor_explains_lab_material_well_Agree,instructor_explains_lab_material_well_Strongly_Agree,instructor_explains_lab_material_well_Not_Applicable
"Talbot,JanB",CENG101B-HeatTransfer(A),WI13,130,57,94.5%,76.4%,7.31,B+(3.40),B-(2.88),0,0,68,32,0,0,0,98,0,0,2,0,45,49,5,0,0,0,0,0,8,17,45,30,0,0,0,31,31,17,13,2,4,2,0,0,4,7,89,0,4,15,45,36,0,0,7,9,44,40,0,4,9,18,42,27,0,0,9,15,51,25,0,0,2,4,49,45,0,95,5,4,5,11,58,22,0,2,11,9,55,24,0,2,4,5,47,42,0,4,22,16,36,22,0,5,24,16,38,16,0,4,4,7,58,27,0,5,7,11,42,35,0,5,11,13,51,20,0,0,5,15,38,40,2,2,7,7,40,44,0,2,2,11,41,44,0,0,0,0,0,0,0,76,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Opatkiewicz,JustinPaul",CENG102-ChemicalEnginThermodynamics(A),WI13,155,152,95.4%,98.7%,8.57,B+(3.37),B+(3.39),1,44,40,15,0,0,0,97,1,0,1,1,45,49,5,1,1,0,0,1,1,5,29,63,0,0,1,17,28,21,20,6,2,2,1,3,2,4,94,1,3,3,34,59,0,1,0,2,25,71,0,2,3,26,28,36,5,1,1,12,41,44,1,2,2,7,33,56,0,95,5,1,0,0,13,86,0,1,0,1,9,89,0,1,0,0,11,88,0,1,1,1,14,82,0,1,0,3,23,73,0,1,1,2,14,82,0,2,0,1,13,84,0,1,0,2,16,80,0,1,0,3,14,81,1,1,0,1,15,83,0,2,1,5,18,75,0,0,0,0,0,0,0,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Herz,RichardK",CENG124A-ChemPlant&ProcessDesignI(A),WI13,81,25,83.3%,62.5%,9.37,B+(3.57),B+(3.43),0,0,0,100,0,0,0,100,0,0,0,0,57,43,0,0,0,0,0,0,0,29,48,24,0,0,0,17,13,30,13,13,9,0,0,4,5,23,73,0,4,22,48,22,4,0,0,13,48,39,0,0,9,52,26,9,4,0,0,22,52,26,0,0,5,27,9,5,55,83,17,0,9,22,43,26,0,0,17,26,35,22,0,0,4,9,70,17,0,5,14,36,36,9,0,17,48,9,13,13,0,4,35,26,22,13,0,0,13,17,61,9,0,0,0,30,57,13,0,0,0,13,74,13,0,0,0,4,74,22,0,0,0,4,78,17,0,0,0,0,0,0,0,62,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Opatkiewicz,JustinPaul",CENG176A-ChemEngineerngProcessLabI(A),WI13,79,24,95.8%,87.5%,10.07,B+(3.65),B+(3.55),0,0,0,100,0,0,0,100,0,0,0,0,65,35,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,35,13,9,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,8,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,42,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33,54,8,0,4,4,39,39,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,12,0,0,12,50,38,0,4,0,12,42,33,8,0,4,21,17,12,46,4,25,21,33,17,0,8,17,17,42,8,8,0,0,12,67,21,0,96,4,0,0,17,38,33,12
"Talbot,JanB",CENG176A-ChemEngineerngProcessLabI(A),WI13,79,23,91.3%,60.9%,9.80,B+(3.50),B+(3.55),0,0,0,100,0,0,0,100,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,35,13,4,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,9,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,70,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,22,43,13,0,13,0,26,39,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,39,0,0,13,52,30,4,4,0,9,57,13,17,0,4,26,9,13,48,9,22,30,26,13,0,9,13,22,39,9,9,0,4,13,65,17,0,91,9,13,17,26,26,13,4
"Zhang,Liangfang",CENG176A-ChemEngineerngProcessLabI(A),WI13,79,23,91.3%,95.7%,9.86,B+(3.62),B+(3.55),0,0,0,100,0,0,0,100,0,0,0,0,62,38,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,41,9,5,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,9,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,45,0,0,0,5,55,36,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,4,0,0,9,55,36,0,0,0,5,50,32,14,0,5,18,18,14,45,14,9,27,36,14,0,9,9,23,36,14,9,0,0,9,68,23,0,91,9,0,0,9,50,32,9
"Talbot,JanB",CENG1-ScopeofChemicalEngineering(A),FA12,244,111,92.6%,94.7%,1.00,A-(3.91),N/A,51,14,34,1,0,0,0,97,0,2,0,1,22,2,0,0,0,76,0,3,8,18,38,26,7,92,3,1,0,1,0,0,2,0,0,0,2,1,97,6,2,19,30,38,6,2,3,12,14,23,44,1,0,12,10,17,60,37,12,8,9,16,19,1,0,11,9,13,66,93,7,1,0,8,28,45,18,1,0,11,22,51,15,1,0,7,27,50,15,1,0,10,26,45,18,4,11,14,26,35,10,4,7,16,16,27,29,1,0,17,25,39,17,1,0,16,28,38,18,1,2,22,23,33,20,1,1,5,33,52,8,1,1,10,26,45,17,0,0,0,0,0,0,95,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Opatkiewicz,JustinPaul",CENG100-ProcessModl&Computn/ChemEngn(A),FA12,224,192,89.5%,97.4%,8.50,B(3.15),B(3.04),1,35,45,19,0,1,0,97,0,1,1,1,33,48,17,1,0,0,1,1,2,13,38,46,0,1,3,19,23,23,17,6,3,2,1,4,3,10,88,1,2,9,37,52,0,1,1,11,32,56,0,3,5,27,32,27,6,1,3,16,45,35,0,2,6,14,42,37,1,90,10,0,1,2,20,77,0,0,0,3,21,76,0,0,1,3,17,79,0,0,1,3,25,72,0,0,2,7,28,62,0,0,1,5,26,68,0,0,0,3,21,75,0,0,1,6,31,62,1,0,0,5,23,73,0,1,0,4,24,72,0,0,0,7,27,66,0,0,0,0,0,0,0,97,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Williams,EboneeP.",CENG100-ProcessModl&Computn/ChemEngn(A),FA12,224,191,88.4%,32.8%,8.37,B(3.14),B(3.04),1,35,44,20,0,1,0,97,0,1,1,1,34,47,18,1,0,0,1,1,3,13,45,37,1,1,2,18,24,24,16,7,3,1,0,4,3,10,87,3,4,10,44,39,0,3,3,10,42,42,0,3,7,26,36,22,6,3,2,19,48,28,0,3,5,15,45,31,2,88,12,11,29,22,32,6,1,16,30,21,27,5,1,7,13,15,48,15,1,19,36,26,13,6,1,12,27,26,25,8,2,11,18,20,38,11,2,7,10,22,43,18,1,10,20,22,34,12,2,3,4,23,45,20,4,3,7,15,44,30,1,3,5,21,41,27,3,0,0,0,0,0,0,33,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Miller,DavidR.",CENG101A-IntroductoryFluidMechanics(A),FA12,225,87,70.5%,73.1%,12.50,B(3.23),B-(2.89),3,5,75,16,1,0,0,97,1,0,0,1,41,41,15,0,1,1,0,1,5,7,41,45,0,0,3,3,10,13,21,10,14,6,9,12,3,6,91,0,6,17,22,55,0,3,5,5,34,53,0,6,12,13,28,38,3,0,1,1,15,82,0,1,1,9,48,40,0,71,29,1,3,1,22,73,0,0,1,9,33,56,0,1,14,17,40,28,0,5,12,19,38,26,0,5,10,29,33,22,0,1,10,12,38,38,0,0,4,13,44,40,0,1,4,18,35,42,0,0,3,13,41,41,3,0,1,8,42,49,0,0,1,8,38,53,0,0,0,0,0,0,0,73,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
