Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived,class_level_Freshman,class_level_Sophomore,class_level_Junior,class_level_Senior,class_level_Graduate,class_level_Extension,class_level_Visitor,reason_taking_class_Major,reason_taking_class_Minor,reason_taking_class_Gen_Ed,reason_taking_class_Elective,reason_taking_class_Interest,grade_expect_class_A,grade_expect_class_B,grade_expect_class_C,grade_expect_class_D,grade_expect_class_F,grade_expect_class_P,grade_expect_class_NP,many_hours_week_spend_studying_outside_class_average_01,many_hours_week_spend_studying_outside_class_average_23,many_hours_week_spend_studying_outside_class_average_45,many_hours_week_spend_studying_outside_class_average_67,many_hours_week_spend_studying_outside_class_average_89,many_hours_week_spend_studying_outside_class_average_1011,many_hours_week_spend_studying_outside_class_average_1213,many_hours_week_spend_studying_outside_class_average_1415,many_hours_week_spend_studying_outside_class_average_1617,many_hours_week_spend_studying_outside_class_average_1819,many_hours_week_spend_studying_outside_class_average_20_or_more,recommend_seminar_overall_Yes,recommend_seminar_overall_No,instructors_speech_clear_audible_Strongly_Disagree,instructors_speech_clear_audible_Disagree,instructors_speech_clear_audible_Neither_Agree_nor_Disagree,instructors_speech_clear_audible_Agree,instructors_speech_clear_audible_Strongly_Agree,instructors_speech_clear_audible_Not_Applicable,instructor_explains_seminar_material_well_Strongly_Disagree,instructor_explains_seminar_material_well_Disagree,instructor_explains_seminar_material_well_Neither_Agree_nor_Disagree,instructor_explains_seminar_material_well_Agree,instructor_explains_seminar_material_well_Strongly_Agree,instructor_explains_seminar_material_well_Not_Applicable,instructor_shows_concern_students_learning_Strongly_Disagree,instructor_shows_concern_students_learning_Disagree,instructor_shows_concern_students_learning_Neither_Agree_nor_Disagree,instructor_shows_concern_students_learning_Agree,instructor_shows_concern_students_learning_Strongly_Agree,instructor_shows_concern_students_learning_Not_Applicable,instructor_promotes_appropriate_questionsdiscussion_Strongly_Disagree,instructor_promotes_appropriate_questionsdiscussion_Disagree,instructor_promotes_appropriate_questionsdiscussion_Neither_Agree_nor_Disagree,instructor_promotes_appropriate_questionsdiscussion_Agree,instructor_promotes_appropriate_questionsdiscussion_Strongly_Agree,instructor_promotes_appropriate_questionsdiscussion_Not_Applicable,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Strongly_Disagree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Disagree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Neither_Agree_nor_Disagree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Agree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Strongly_Agree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Not_Applicable,instructor_structures_assignments_help_prepare_seminar_discussions_Strongly_Disagree,instructor_structures_assignments_help_prepare_seminar_discussions_Disagree,instructor_structures_assignments_help_prepare_seminar_discussions_Neither_Agree_nor_Disagree,instructor_structures_assignments_help_prepare_seminar_discussions_Agree,instructor_structures_assignments_help_prepare_seminar_discussions_Strongly_Agree,instructor_structures_assignments_help_prepare_seminar_discussions_Not_Applicable,instructor_provides_equal_opportunity_student_participate_Strongly_Disagree,instructor_provides_equal_opportunity_student_participate_Disagree,instructor_provides_equal_opportunity_student_participate_Neither_Agree_nor_Disagree,instructor_provides_equal_opportunity_student_participate_Agree,instructor_provides_equal_opportunity_student_participate_Strongly_Agree,instructor_provides_equal_opportunity_student_participate_Not_Applicable,instructor_facilitates_active_discussions_among_students_Strongly_Disagree,instructor_facilitates_active_discussions_among_students_Disagree,instructor_facilitates_active_discussions_among_students_Neither_Agree_nor_Disagree,instructor_facilitates_active_discussions_among_students_Agree,instructor_facilitates_active_discussions_among_students_Strongly_Agree,instructor_facilitates_active_discussions_among_students_Not_Applicable,recommend_professor_overall_Yes,recommend_professor_overall_No,learned_great_deal_course_Strongly_Disagree,learned_great_deal_course_Disagree,learned_great_deal_course_Neither_Agree_nor_Disagree,learned_great_deal_course_Agree,learned_great_deal_course_Strongly_Agree,learned_great_deal_course_Not_Applicable,often_attend_course_Very_Rarely,often_attend_course_Some_of_the_Time,often_attend_course_Most_of_the_Time,course_material_intellectually_stimulating_Strongly_Disagree,course_material_intellectually_stimulating_Disagree,course_material_intellectually_stimulating_Neither_Agree_nor_Disagree,course_material_intellectually_stimulating_Agree,course_material_intellectually_stimulating_Strongly_Agree,course_material_intellectually_stimulating_Not_Applicable,assignments_promote_learning_Strongly_Disagree,assignments_promote_learning_Disagree,assignments_promote_learning_Neither_Agree_nor_Disagree,assignments_promote_learning_Agree,assignments_promote_learning_Strongly_Agree,assignments_promote_learning_Not_Applicable,required_reading_useful_Strongly_Disagree,required_reading_useful_Disagree,required_reading_useful_Neither_Agree_nor_Disagree,required_reading_useful_Agree,required_reading_useful_Strongly_Agree,required_reading_useful_Not_Applicable,course_difficult_relative_others_Strongly_Disagree,course_difficult_relative_others_Disagree,course_difficult_relative_others_Neither_Agree_nor_Disagree,course_difficult_relative_others_Agree,course_difficult_relative_others_Strongly_Agree,course_difficult_relative_others_Not_Applicable,exams_representative_course_material_Strongly_Disagree,exams_representative_course_material_Disagree,exams_representative_course_material_Neither_Agree_nor_Disagree,exams_representative_course_material_Agree,exams_representative_course_material_Strongly_Agree,exams_representative_course_material_Not_Applicable,recommend_course_overall_Yes,recommend_course_overall_No,instructor_displays_proficient_command_material_Strongly_Disagree,instructor_displays_proficient_command_material_Disagree,instructor_displays_proficient_command_material_Neither_Agree_nor_Disagree,instructor_displays_proficient_command_material_Agree,instructor_displays_proficient_command_material_Strongly_Agree,instructor_displays_proficient_command_material_Not_Applicable,instructor_well_prepared_classes_Strongly_Disagree,instructor_well_prepared_classes_Disagree,instructor_well_prepared_classes_Neither_Agree_nor_Disagree,instructor_well_prepared_classes_Agree,instructor_well_prepared_classes_Strongly_Agree,instructor_well_prepared_classes_Not_Applicable,instructor_explains_course_material_well_Strongly_Disagree,instructor_explains_course_material_well_Disagree,instructor_explains_course_material_well_Neither_Agree_nor_Disagree,instructor_explains_course_material_well_Agree,instructor_explains_course_material_well_Strongly_Agree,instructor_explains_course_material_well_Not_Applicable,lectures_hold_attention_Strongly_Disagree,lectures_hold_attention_Disagree,lectures_hold_attention_Neither_Agree_nor_Disagree,lectures_hold_attention_Agree,lectures_hold_attention_Strongly_Agree,lectures_hold_attention_Not_Applicable,instructor’s_lecture_style_facilitates_notetaking_Strongly_Disagree,instructor’s_lecture_style_facilitates_notetaking_Disagree,instructor’s_lecture_style_facilitates_notetaking_Neither_Agree_nor_Disagree,instructor’s_lecture_style_facilitates_notetaking_Agree,instructor’s_lecture_style_facilitates_notetaking_Strongly_Agree,instructor’s_lecture_style_facilitates_notetaking_Not_Applicable,instructor_accessible_outside_class_Strongly_Disagree,instructor_accessible_outside_class_Disagree,instructor_accessible_outside_class_Neither_Agree_nor_Disagree,instructor_accessible_outside_class_Agree,instructor_accessible_outside_class_Strongly_Agree,instructor_accessible_outside_class_Not_Applicable,instructor_starts_finishes_class_time_Strongly_Disagree,instructor_starts_finishes_class_time_Disagree,instructor_starts_finishes_class_time_Neither_Agree_nor_Disagree,instructor_starts_finishes_class_time_Agree,instructor_starts_finishes_class_time_Strongly_Agree,instructor_starts_finishes_class_time_Not_Applicable,instructor_effective_promoting_academic_integrity_Strongly_Disagree,instructor_effective_promoting_academic_integrity_Disagree,instructor_effective_promoting_academic_integrity_Neither_Agree_nor_Disagree,instructor_effective_promoting_academic_integrity_Agree,instructor_effective_promoting_academic_integrity_Strongly_Agree,instructor_effective_promoting_academic_integrity_Not_Applicable
"Hargens,Alan",WARR87-FreshmanSeminar(A),WI19,17,12,100.0%,100.0%,0.86,B+(3.67),N/A,67,33,0,0,0,0,0,0,0,0,9,91,18,9,0,0,0,73,0,82,18,0,0,0,0,0,0,0,0,0,100,0,0,0,0,36,64,0,0,0,0,36,64,0,0,0,0,45,55,0,0,0,9,27,64,0,0,0,9,36,55,0,0,0,9,36,45,9,0,0,0,36,64,0,0,0,9,45,45,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goodall,GrantTodd",WARR1-FirstYearExperience(A),FA18,80,47,86.4%,95.5%,0.81,A-(3.89),N/A,72,26,2,0,0,0,0,2,0,11,18,69,18,2,0,0,0,78,2,91,4,2,2,0,0,0,0,0,0,0,0,0,0,2,5,45,48,0,0,0,0,0,0,0,0,0,11,55,34,0,0,0,7,70,23,0,0,0,2,48,43,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,5,0,4,20,62,13,0,0,0,100,2,4,22,60,9,2,0,4,20,51,11,13,2,9,18,53,9,9,60,20,4,11,2,2,0,2,18,20,4,56,86,14,0,0,5,52,43,0,0,0,2,45,52,0,0,0,2,52,45,0,5,5,16,61,14,0,9,18,25,23,14,11,2,7,30,32,16,14,0,0,0,61,39,0,2,0,7,52,30,9
"Roxworthy,Emily",WARR2-TransferYearExperience(A),FA18,31,14,92.9%,100.0%,1.21,A(4.00),N/A,0,7,79,14,0,0,0,0,0,14,29,57,14,0,0,0,0,86,0,71,21,7,0,0,0,0,0,0,0,0,0,0,0,0,7,14,79,0,0,0,0,0,0,0,0,0,7,21,71,0,0,0,7,29,57,7,0,0,7,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,14,7,14,36,29,0,0,14,86,7,7,21,36,29,0,0,7,14,43,21,14,14,0,14,29,21,21,71,0,14,0,7,7,0,0,21,7,14,57,93,7,0,0,7,7,86,0,0,0,7,14,79,0,0,0,7,21,71,0,0,21,21,7,50,0,0,7,21,7,50,14,0,0,14,14,57,14,0,7,21,14,57,0,0,0,7,21,64,7
"Radic,Zoran",WARR87-FreshmanSeminar(B),FA18,9,5,100.0%,100.0%,0.90,N/A,N/A,60,40,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,40,40,0,0,0,0,0,0,0,0,20,0,20,60,0,0,0,0,40,60,0,0,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,20,20,60,0,0,0,100,0,0,0,20,80,0,0,0,0,60,20,20,0,0,0,0,20,80,25,0,50,0,0,25,0,0,0,0,0,100,100,0,0,0,0,20,80,0,0,0,0,60,40,0,0,0,20,40,40,0,0,0,0,40,60,0,0,20,20,20,20,20,0,0,0,40,60,0,0,0,0,40,60,0,0,0,0,20,60,20
"Debnath,Anjan",WARR87-FreshmanSeminar(A),WI18,12,9,88.9%,88.9%,1.39,A(4.00),N/A,33,56,0,11,0,0,0,0,0,0,0,100,11,0,0,0,0,89,0,67,22,11,0,0,0,0,0,0,0,0,0,0,11,0,0,56,33,0,0,0,0,0,0,0,11,0,0,44,44,0,11,0,11,33,44,0,11,0,22,33,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,11,0,0,0,33,67,0,0,0,100,0,0,22,22,56,0,0,0,11,44,33,11,0,0,0,33,56,11,11,22,33,33,0,0,0,0,0,22,0,78,89,11,11,0,0,11,78,0,11,0,0,11,78,0,11,0,11,22,56,0,11,0,22,11,56,0,11,0,0,44,44,0,12,0,38,12,38,0,11,11,11,44,22,0,11,0,33,22,33,0
"Goodall,GrantTodd",WARR1-FirstYearExperience(A),FA17,87,45,72.1%,100.0%,1.15,A-(3.80),N/A,82,18,0,0,0,0,0,0,0,5,24,71,19,5,0,0,0,74,2,81,14,2,0,0,0,2,0,0,0,0,0,0,0,0,2,53,44,0,0,0,0,0,0,0,0,0,5,72,23,0,0,0,5,70,19,7,0,0,7,49,40,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,2,12,21,49,16,0,0,7,93,2,12,28,49,9,0,2,12,19,37,7,23,2,12,28,47,9,2,72,19,2,0,0,7,5,0,16,9,2,67,72,28,0,0,5,65,30,0,0,0,2,53,44,0,0,0,7,53,40,0,2,16,26,35,21,0,7,16,33,26,5,14,0,2,35,35,7,21,0,2,2,60,35,0,0,0,14,44,16,26
"Roxworthy,Emily",WARR2-TransferYearExperience(A),FA17,37,19,94.7%,100.0%,1.87,B+(3.67),N/A,0,0,95,5,0,0,0,5,0,5,16,74,11,5,0,0,0,79,5,53,37,5,0,5,0,0,0,0,0,0,0,0,0,0,0,21,79,0,0,0,0,0,0,0,0,0,0,44,56,0,0,0,5,32,58,5,0,0,0,32,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,16,37,47,0,0,0,100,0,5,16,53,26,0,0,0,16,53,32,0,0,0,5,58,32,5,58,21,11,0,5,5,0,0,11,11,0,79,95,5,0,0,5,42,53,0,0,5,5,37,53,0,0,0,0,42,58,0,5,0,21,32,42,0,5,26,26,11,11,21,0,0,21,26,47,5,0,5,11,37,47,0,0,0,0,37,53,11
"Radic,Zoran",WARR87-FreshmanSeminar(A),FA17,10,7,100.0%,100.0%,1.64,B(3.00),N/A,57,43,0,0,0,0,0,0,0,0,0,100,0,14,0,0,0,86,0,57,29,14,0,0,0,0,0,0,0,0,0,0,0,0,0,29,71,0,0,0,0,0,0,0,0,0,14,14,71,0,0,14,0,43,43,0,0,0,14,14,43,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,14,43,43,0,0,0,100,0,0,14,57,29,0,0,0,0,71,29,0,0,0,29,0,0,71,29,14,29,29,0,0,0,0,33,33,0,33,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,29,71,0,14,0,14,29,43,0,0,43,29,14,14,0,0,0,29,43,14,14,0,0,0,29,57,14,0,0,0,43,14,43
"Hargens,Alan",WARR87-FreshmanSeminar(B),SP17,9,5,80.0%,80.0%,1.30,N/A,N/A,100,0,0,0,0,0,0,0,0,20,0,80,0,0,0,0,0,100,0,80,0,20,0,0,0,0,0,0,0,0,80,20,0,0,0,25,50,25,0,0,0,25,50,25,0,0,0,25,50,25,0,0,0,25,50,25,0,0,0,25,50,25,0,0,0,25,50,25,0,0,0,25,50,25,0,0,0,25,50,25,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Radic,Zoran",WARR87-FreshmanSeminar(B),WI17,13,13,91.7%,91.7%,1.50,N/A,N/A,83,8,8,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,67,17,17,0,0,0,0,0,0,0,0,0,0,0,9,0,64,27,0,0,0,0,0,0,0,0,0,0,55,45,0,0,9,18,36,36,0,0,0,0,36,27,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,8,8,0,8,25,58,0,0,0,100,0,9,0,36,55,0,0,0,0,55,45,0,0,0,9,9,18,64,18,18,18,18,9,18,0,0,9,9,9,73,92,8,0,0,0,18,82,0,0,9,0,73,18,0,0,0,0,73,27,0,0,9,9,45,36,0,9,9,9,36,18,18,0,9,0,36,27,27,0,9,9,55,27,0,0,0,0,36,27,36
