Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived,class_level_Freshman,class_level_Sophomore,class_level_Junior,class_level_Senior,class_level_Graduate,class_level_Extension,class_level_Visitor,reason_taking_class_Major,reason_taking_class_Minor,reason_taking_class_Gen_Ed,reason_taking_class_Elective,reason_taking_class_Interest,grade_expect_class_A,grade_expect_class_B,grade_expect_class_C,grade_expect_class_D,grade_expect_class_F,grade_expect_class_P,grade_expect_class_NP,learned_great_deal_course_Strongly_Disagree,learned_great_deal_course_Disagree,learned_great_deal_course_Neither_Agree_nor_Disagree,learned_great_deal_course_Agree,learned_great_deal_course_Strongly_Agree,learned_great_deal_course_Not_Applicable,many_hours_week_spend_studying_outside_class_average_01,many_hours_week_spend_studying_outside_class_average_23,many_hours_week_spend_studying_outside_class_average_45,many_hours_week_spend_studying_outside_class_average_67,many_hours_week_spend_studying_outside_class_average_89,many_hours_week_spend_studying_outside_class_average_1011,many_hours_week_spend_studying_outside_class_average_1213,many_hours_week_spend_studying_outside_class_average_1415,many_hours_week_spend_studying_outside_class_average_1617,many_hours_week_spend_studying_outside_class_average_1819,many_hours_week_spend_studying_outside_class_average_20_or_more,often_attend_course_Very_Rarely,often_attend_course_Some_of_the_Time,often_attend_course_Most_of_the_Time,course_material_intellectually_stimulating_Strongly_Disagree,course_material_intellectually_stimulating_Disagree,course_material_intellectually_stimulating_Neither_Agree_nor_Disagree,course_material_intellectually_stimulating_Agree,course_material_intellectually_stimulating_Strongly_Agree,course_material_intellectually_stimulating_Not_Applicable,assignments_promote_learning_Strongly_Disagree,assignments_promote_learning_Disagree,assignments_promote_learning_Neither_Agree_nor_Disagree,assignments_promote_learning_Agree,assignments_promote_learning_Strongly_Agree,assignments_promote_learning_Not_Applicable,required_reading_useful_Strongly_Disagree,required_reading_useful_Disagree,required_reading_useful_Neither_Agree_nor_Disagree,required_reading_useful_Agree,required_reading_useful_Strongly_Agree,required_reading_useful_Not_Applicable,course_difficult_relative_others_Strongly_Disagree,course_difficult_relative_others_Disagree,course_difficult_relative_others_Neither_Agree_nor_Disagree,course_difficult_relative_others_Agree,course_difficult_relative_others_Strongly_Agree,course_difficult_relative_others_Not_Applicable,exams_representative_course_material_Strongly_Disagree,exams_representative_course_material_Disagree,exams_representative_course_material_Neither_Agree_nor_Disagree,exams_representative_course_material_Agree,exams_representative_course_material_Strongly_Agree,exams_representative_course_material_Not_Applicable,recommend_course_overall_Yes,recommend_course_overall_No,instructor_displays_proficient_command_material_Strongly_Disagree,instructor_displays_proficient_command_material_Disagree,instructor_displays_proficient_command_material_Neither_Agree_nor_Disagree,instructor_displays_proficient_command_material_Agree,instructor_displays_proficient_command_material_Strongly_Agree,instructor_displays_proficient_command_material_Not_Applicable,instructor_well_prepared_classes_Strongly_Disagree,instructor_well_prepared_classes_Disagree,instructor_well_prepared_classes_Neither_Agree_nor_Disagree,instructor_well_prepared_classes_Agree,instructor_well_prepared_classes_Strongly_Agree,instructor_well_prepared_classes_Not_Applicable,instructors_speech_clear_audible_Strongly_Disagree,instructors_speech_clear_audible_Disagree,instructors_speech_clear_audible_Neither_Agree_nor_Disagree,instructors_speech_clear_audible_Agree,instructors_speech_clear_audible_Strongly_Agree,instructors_speech_clear_audible_Not_Applicable,instructor_explains_course_material_well_Strongly_Disagree,instructor_explains_course_material_well_Disagree,instructor_explains_course_material_well_Neither_Agree_nor_Disagree,instructor_explains_course_material_well_Agree,instructor_explains_course_material_well_Strongly_Agree,instructor_explains_course_material_well_Not_Applicable,lectures_hold_attention_Strongly_Disagree,lectures_hold_attention_Disagree,lectures_hold_attention_Neither_Agree_nor_Disagree,lectures_hold_attention_Agree,lectures_hold_attention_Strongly_Agree,lectures_hold_attention_Not_Applicable,instructor’s_lecture_style_facilitates_notetaking_Strongly_Disagree,instructor’s_lecture_style_facilitates_notetaking_Disagree,instructor’s_lecture_style_facilitates_notetaking_Neither_Agree_nor_Disagree,instructor’s_lecture_style_facilitates_notetaking_Agree,instructor’s_lecture_style_facilitates_notetaking_Strongly_Agree,instructor’s_lecture_style_facilitates_notetaking_Not_Applicable,instructor_shows_concern_students_learning_Strongly_Disagree,instructor_shows_concern_students_learning_Disagree,instructor_shows_concern_students_learning_Neither_Agree_nor_Disagree,instructor_shows_concern_students_learning_Agree,instructor_shows_concern_students_learning_Strongly_Agree,instructor_shows_concern_students_learning_Not_Applicable,instructor_promotes_appropriate_questionsdiscussion_Strongly_Disagree,instructor_promotes_appropriate_questionsdiscussion_Disagree,instructor_promotes_appropriate_questionsdiscussion_Neither_Agree_nor_Disagree,instructor_promotes_appropriate_questionsdiscussion_Agree,instructor_promotes_appropriate_questionsdiscussion_Strongly_Agree,instructor_promotes_appropriate_questionsdiscussion_Not_Applicable,instructor_accessible_outside_class_Strongly_Disagree,instructor_accessible_outside_class_Disagree,instructor_accessible_outside_class_Neither_Agree_nor_Disagree,instructor_accessible_outside_class_Agree,instructor_accessible_outside_class_Strongly_Agree,instructor_accessible_outside_class_Not_Applicable,instructor_starts_finishes_class_time_Strongly_Disagree,instructor_starts_finishes_class_time_Disagree,instructor_starts_finishes_class_time_Neither_Agree_nor_Disagree,instructor_starts_finishes_class_time_Agree,instructor_starts_finishes_class_time_Strongly_Agree,instructor_starts_finishes_class_time_Not_Applicable,instructor_effective_promoting_academic_integrity_Strongly_Disagree,instructor_effective_promoting_academic_integrity_Disagree,instructor_effective_promoting_academic_integrity_Neither_Agree_nor_Disagree,instructor_effective_promoting_academic_integrity_Agree,instructor_effective_promoting_academic_integrity_Strongly_Agree,instructor_effective_promoting_academic_integrity_Not_Applicable,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Strongly_Disagree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Disagree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Neither_Agree_nor_Disagree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Agree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Strongly_Agree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Not_Applicable,recommend_professor_overall_Yes,recommend_professor_overall_No,recommend_seminar_overall_Yes,recommend_seminar_overall_No,instructor_explains_seminar_material_well_Strongly_Disagree,instructor_explains_seminar_material_well_Disagree,instructor_explains_seminar_material_well_Neither_Agree_nor_Disagree,instructor_explains_seminar_material_well_Agree,instructor_explains_seminar_material_well_Strongly_Agree,instructor_explains_seminar_material_well_Not_Applicable,instructor_structures_assignments_help_prepare_seminar_discussions_Strongly_Disagree,instructor_structures_assignments_help_prepare_seminar_discussions_Disagree,instructor_structures_assignments_help_prepare_seminar_discussions_Neither_Agree_nor_Disagree,instructor_structures_assignments_help_prepare_seminar_discussions_Agree,instructor_structures_assignments_help_prepare_seminar_discussions_Strongly_Agree,instructor_structures_assignments_help_prepare_seminar_discussions_Not_Applicable,instructor_provides_equal_opportunity_student_participate_Strongly_Disagree,instructor_provides_equal_opportunity_student_participate_Disagree,instructor_provides_equal_opportunity_student_participate_Neither_Agree_nor_Disagree,instructor_provides_equal_opportunity_student_participate_Agree,instructor_provides_equal_opportunity_student_participate_Strongly_Agree,instructor_provides_equal_opportunity_student_participate_Not_Applicable,instructor_facilitates_active_discussions_among_students_Strongly_Disagree,instructor_facilitates_active_discussions_among_students_Disagree,instructor_facilitates_active_discussions_among_students_Neither_Agree_nor_Disagree,instructor_facilitates_active_discussions_among_students_Agree,instructor_facilitates_active_discussions_among_students_Strongly_Agree,instructor_facilitates_active_discussions_among_students_Not_Applicable,wilderness_outing_enhanced_course_experience_erc87_b00_Strongly_Disagree,wilderness_outing_enhanced_course_experience_erc87_b00_Disagree,wilderness_outing_enhanced_course_experience_erc87_b00_Neither_Agree_nor_Disagree,wilderness_outing_enhanced_course_experience_erc87_b00_Agree,wilderness_outing_enhanced_course_experience_erc87_b00_Strongly_Agree,wilderness_outing_enhanced_course_experience_erc87_b00_Not_Applicable
"Herbst,Matthew",ERC192-ERCSeniorSeminar(A),SP19,28,8,100.0%,100.0%,2.21,N/A,N/A,0,0,0,88,12,0,0,0,0,0,29,71,0,0,0,0,0,100,0,14,0,0,29,57,0,29,57,14,0,0,0,0,0,0,0,0,0,0,100,0,0,0,33,67,0,0,0,0,33,67,0,0,0,0,50,50,0,50,33,0,17,0,0,0,0,0,17,17,67,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,17,83,0,0,0,0,17,83,0,0,0,0,0,50,50,0,0,0,0,100,0,0,0,0,0,100,0,0,0,17,17,67,0,0,0,0,17,83,0,0,0,0,0,67,33,0,0,0,17,83,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Evans,IvanT",ERC89-PracticuminMathTutoring(A),SP19,7,3,100.0%,100.0%,5.83,A(4.00),N/A,33,67,0,0,0,0,0,0,0,0,0,100,33,0,0,0,0,67,0,0,0,0,33,67,0,0,0,33,67,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,67,33,0,0,0,0,67,33,0,33,33,0,33,0,0,0,0,0,33,67,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,33,67,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,67,33,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Evans,IvanT",ERC192A-GlobalServicePrepSeminar(A),WI19,14,5,100.0%,75.0%,2.50,A(4.00),N/A,0,20,60,20,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,25,50,25,0,25,50,25,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,75,25,0,0,0,50,50,0,0,25,50,25,0,0,0,0,0,50,0,0,50,100,0,0,0,0,50,0,50,0,0,0,50,0,50,0,0,0,50,0,50,0,0,0,50,0,50,0,0,0,50,0,50,0,0,25,0,0,75,0,0,0,0,50,50,0,0,0,25,25,50,0,0,25,25,0,50,0,0,0,50,0,50,0,0,0,50,0,50,0,0,0,50,25,25,75,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Evans,IvanT",ERC20-FrshmnHonorsSem:IntntlTheme(A),WI19,21,13,100.0%,100.0%,0.50,A(4.00),N/A,8,92,0,0,0,0,0,0,0,0,17,83,8,0,0,0,0,92,0,0,0,8,33,58,0,100,0,0,0,0,0,0,0,0,0,0,0,17,83,0,0,8,33,58,0,0,0,8,17,8,67,0,8,0,8,8,75,58,25,0,0,8,8,0,0,8,0,8,83,100,0,0,0,0,17,67,17,0,0,17,33,50,0,0,0,8,42,50,0,0,0,0,25,42,33,0,0,8,33,58,0,8,17,8,0,0,67,0,8,0,17,67,8,0,0,0,25,75,0,0,17,8,8,33,33,8,8,0,50,33,0,0,0,8,8,33,50,0,0,8,25,67,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Herbst,Matthew",ERC87-FreshmanSeminar(A),WI19,11,8,100.0%,100.0%,0.50,A(4.00),N/A,25,75,0,0,0,0,0,0,0,0,0,100,12,0,0,0,0,88,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,88,0,0,0,0,12,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,88,0,100,0,100,0,0,0,0,12,88,0,0,0,0,12,88,0,0,0,0,12,88,0,0,0,0,12,88,0,0,0,0,0,0,0
"Herbst,Matthew",ERC1-FirstYearExperience(A),FA18,103,74,81.9%,95.8%,1.06,A-(3.71),N/A,82,16,1,0,0,0,0,0,0,4,18,78,19,1,3,0,0,75,1,4,4,14,58,19,0,82,15,0,1,0,0,1,0,0,0,0,0,7,93,4,4,35,42,10,6,3,4,17,58,12,6,3,4,19,21,3,50,69,14,6,4,1,6,3,0,11,7,4,75,82,18,1,4,3,31,57,4,3,0,0,28,68,1,3,0,0,17,80,0,3,0,3,33,58,3,3,4,15,35,43,0,12,17,11,11,11,38,1,1,6,38,51,3,0,1,1,29,67,1,1,0,17,38,40,4,0,0,1,42,56,0,0,0,10,28,56,7,1,1,6,30,51,10,96,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Herbst,Matthew",ERC2-TransferYearExperience(A),FA18,43,24,95.5%,100.0%,1.68,A(4.00),N/A,0,4,96,0,0,0,0,0,0,5,9,86,5,0,0,0,0,95,0,9,0,5,41,45,0,59,32,0,9,0,0,0,0,0,0,0,0,0,100,0,5,27,50,14,5,0,0,18,59,23,0,0,0,18,14,18,50,64,23,0,0,0,14,0,0,5,5,0,91,95,5,0,0,5,41,55,0,0,0,5,27,68,0,0,0,0,23,77,0,0,0,0,24,67,10,0,0,5,36,59,0,0,5,27,18,23,27,0,0,0,18,82,0,0,0,0,27,73,0,0,0,10,38,43,10,0,0,0,33,67,0,0,0,5,29,52,14,0,0,5,29,67,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Evans,IvanT",ERC20-FrshmnHonorsSem:IntntlTheme(A),FA18,16,9,100.0%,100.0%,0.94,A(4.00),N/A,44,56,0,0,0,0,0,0,0,0,0,100,11,0,0,0,0,89,0,0,0,0,89,11,0,78,22,0,0,0,0,0,0,0,0,0,0,11,89,0,0,0,62,38,0,0,0,25,38,25,12,0,0,0,75,25,0,25,38,12,0,0,25,0,0,12,0,0,88,100,0,0,0,0,50,38,12,0,12,12,38,25,12,0,0,0,62,38,0,0,0,0,62,25,12,0,0,0,71,29,0,0,25,25,12,0,38,0,0,0,57,29,14,0,0,0,38,62,0,0,25,25,12,0,38,12,12,25,38,12,0,0,0,0,38,12,50,0,0,0,43,57,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Evans,IvanT",ERC20-FrshmnHonorsSem:IntntlTheme(B),FA18,14,12,100.0%,100.0%,0.86,A(4.00),N/A,42,58,0,0,0,0,0,0,0,0,17,83,25,0,0,0,0,75,0,8,0,8,25,58,0,82,18,0,0,0,0,0,0,0,0,0,0,0,100,8,0,8,17,67,0,8,0,0,58,25,8,8,8,0,33,50,0,67,25,8,0,0,0,0,0,17,0,0,83,100,0,0,0,0,0,100,0,0,0,0,25,75,0,0,0,0,17,83,0,0,0,0,17,83,0,0,0,0,17,75,8,0,8,8,0,17,67,0,0,0,42,58,0,0,0,8,17,75,0,0,25,33,0,33,8,8,33,25,8,25,0,0,0,8,33,25,33,0,0,0,8,92,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Herbst,Matthew",ERC87-FreshmanSeminar(A),FA18,13,9,100.0%,100.0%,1.17,A(4.00),N/A,100,0,0,0,0,0,0,0,0,0,11,89,11,0,0,0,0,89,0,0,0,0,0,0,0,67,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,86,0,0,0,0,14,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,17,100,0,100,0,0,0,0,29,71,0,0,0,0,17,83,0,0,0,0,0,100,0,0,0,0,17,83,0,0,0,0,0,0,0
