Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived,class_level_Freshman,class_level_Sophomore,class_level_Junior,class_level_Senior,class_level_Graduate,class_level_Extension,class_level_Visitor,reason_taking_class_Major,reason_taking_class_Minor,reason_taking_class_Gen_Ed,reason_taking_class_Elective,reason_taking_class_Interest,grade_expect_class_A,grade_expect_class_B,grade_expect_class_C,grade_expect_class_D,grade_expect_class_F,grade_expect_class_P,grade_expect_class_NP,learned_great_deal_course_Strongly_Disagree,learned_great_deal_course_Disagree,learned_great_deal_course_Neither_Agree_nor_Disagree,learned_great_deal_course_Agree,learned_great_deal_course_Strongly_Agree,learned_great_deal_course_Not_Applicable,many_hours_week_spend_studying_outside_class_average_01,many_hours_week_spend_studying_outside_class_average_23,many_hours_week_spend_studying_outside_class_average_45,many_hours_week_spend_studying_outside_class_average_67,many_hours_week_spend_studying_outside_class_average_89,many_hours_week_spend_studying_outside_class_average_1011,many_hours_week_spend_studying_outside_class_average_1213,many_hours_week_spend_studying_outside_class_average_1415,many_hours_week_spend_studying_outside_class_average_1617,many_hours_week_spend_studying_outside_class_average_1819,many_hours_week_spend_studying_outside_class_average_20_or_more,often_attend_course_Very_Rarely,often_attend_course_Some_of_the_Time,often_attend_course_Most_of_the_Time,course_material_intellectually_stimulating_Strongly_Disagree,course_material_intellectually_stimulating_Disagree,course_material_intellectually_stimulating_Neither_Agree_nor_Disagree,course_material_intellectually_stimulating_Agree,course_material_intellectually_stimulating_Strongly_Agree,course_material_intellectually_stimulating_Not_Applicable,assignments_promote_learning_Strongly_Disagree,assignments_promote_learning_Disagree,assignments_promote_learning_Neither_Agree_nor_Disagree,assignments_promote_learning_Agree,assignments_promote_learning_Strongly_Agree,assignments_promote_learning_Not_Applicable,required_reading_useful_Strongly_Disagree,required_reading_useful_Disagree,required_reading_useful_Neither_Agree_nor_Disagree,required_reading_useful_Agree,required_reading_useful_Strongly_Agree,required_reading_useful_Not_Applicable,course_difficult_relative_others_Strongly_Disagree,course_difficult_relative_others_Disagree,course_difficult_relative_others_Neither_Agree_nor_Disagree,course_difficult_relative_others_Agree,course_difficult_relative_others_Strongly_Agree,course_difficult_relative_others_Not_Applicable,exams_representative_course_material_Strongly_Disagree,exams_representative_course_material_Disagree,exams_representative_course_material_Neither_Agree_nor_Disagree,exams_representative_course_material_Agree,exams_representative_course_material_Strongly_Agree,exams_representative_course_material_Not_Applicable,recommend_course_overall_Yes,recommend_course_overall_No,instructor_displays_proficient_command_material_Strongly_Disagree,instructor_displays_proficient_command_material_Disagree,instructor_displays_proficient_command_material_Neither_Agree_nor_Disagree,instructor_displays_proficient_command_material_Agree,instructor_displays_proficient_command_material_Strongly_Agree,instructor_displays_proficient_command_material_Not_Applicable,instructor_well_prepared_classes_Strongly_Disagree,instructor_well_prepared_classes_Disagree,instructor_well_prepared_classes_Neither_Agree_nor_Disagree,instructor_well_prepared_classes_Agree,instructor_well_prepared_classes_Strongly_Agree,instructor_well_prepared_classes_Not_Applicable,instructors_speech_clear_audible_Strongly_Disagree,instructors_speech_clear_audible_Disagree,instructors_speech_clear_audible_Neither_Agree_nor_Disagree,instructors_speech_clear_audible_Agree,instructors_speech_clear_audible_Strongly_Agree,instructors_speech_clear_audible_Not_Applicable,instructor_explains_course_material_well_Strongly_Disagree,instructor_explains_course_material_well_Disagree,instructor_explains_course_material_well_Neither_Agree_nor_Disagree,instructor_explains_course_material_well_Agree,instructor_explains_course_material_well_Strongly_Agree,instructor_explains_course_material_well_Not_Applicable,lectures_hold_attention_Strongly_Disagree,lectures_hold_attention_Disagree,lectures_hold_attention_Neither_Agree_nor_Disagree,lectures_hold_attention_Agree,lectures_hold_attention_Strongly_Agree,lectures_hold_attention_Not_Applicable,instructor’s_lecture_style_facilitates_notetaking_Strongly_Disagree,instructor’s_lecture_style_facilitates_notetaking_Disagree,instructor’s_lecture_style_facilitates_notetaking_Neither_Agree_nor_Disagree,instructor’s_lecture_style_facilitates_notetaking_Agree,instructor’s_lecture_style_facilitates_notetaking_Strongly_Agree,instructor’s_lecture_style_facilitates_notetaking_Not_Applicable,instructor_shows_concern_students_learning_Strongly_Disagree,instructor_shows_concern_students_learning_Disagree,instructor_shows_concern_students_learning_Neither_Agree_nor_Disagree,instructor_shows_concern_students_learning_Agree,instructor_shows_concern_students_learning_Strongly_Agree,instructor_shows_concern_students_learning_Not_Applicable,instructor_promotes_appropriate_questionsdiscussion_Strongly_Disagree,instructor_promotes_appropriate_questionsdiscussion_Disagree,instructor_promotes_appropriate_questionsdiscussion_Neither_Agree_nor_Disagree,instructor_promotes_appropriate_questionsdiscussion_Agree,instructor_promotes_appropriate_questionsdiscussion_Strongly_Agree,instructor_promotes_appropriate_questionsdiscussion_Not_Applicable,instructor_accessible_outside_class_Strongly_Disagree,instructor_accessible_outside_class_Disagree,instructor_accessible_outside_class_Neither_Agree_nor_Disagree,instructor_accessible_outside_class_Agree,instructor_accessible_outside_class_Strongly_Agree,instructor_accessible_outside_class_Not_Applicable,instructor_starts_finishes_class_time_Strongly_Disagree,instructor_starts_finishes_class_time_Disagree,instructor_starts_finishes_class_time_Neither_Agree_nor_Disagree,instructor_starts_finishes_class_time_Agree,instructor_starts_finishes_class_time_Strongly_Agree,instructor_starts_finishes_class_time_Not_Applicable,instructor_effective_promoting_academic_integrity_Strongly_Disagree,instructor_effective_promoting_academic_integrity_Disagree,instructor_effective_promoting_academic_integrity_Neither_Agree_nor_Disagree,instructor_effective_promoting_academic_integrity_Agree,instructor_effective_promoting_academic_integrity_Strongly_Agree,instructor_effective_promoting_academic_integrity_Not_Applicable,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Strongly_Disagree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Disagree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Neither_Agree_nor_Disagree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Agree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Strongly_Agree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Not_Applicable,recommend_professor_overall_Yes,recommend_professor_overall_No
"Miller,RonaldL.",ELWR1S-ELWR:BasicWriting(A),S116,9,4,75.0%,100.0%,7.50,A-(3.75),N/A,75,25,0,0,0,0,0,0,0,100,0,0,75,25,0,0,0,0,0,0,0,25,0,75,0,0,0,25,25,25,25,0,0,0,0,0,0,0,100,0,25,0,25,50,0,0,0,25,0,75,0,0,0,25,25,50,0,0,25,25,25,25,0,0,0,25,0,50,25,75,25,0,0,0,25,75,0,0,0,25,0,75,0,0,0,0,25,75,0,0,0,25,0,75,0,0,25,0,0,75,0,0,0,0,25,75,0,0,0,0,0,100,0,0,25,0,0,75,0,0,0,0,0,100,0,0,0,25,0,75,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0
"Lannen,Victoria",ELWR1S-ELWR:BasicWriting(C),S215,15,11,80.0%,100.0%,8.70,B(3.17),N/A,40,50,10,0,0,0,0,0,0,89,0,11,22,33,11,0,0,33,0,0,0,0,25,75,0,0,10,30,10,0,20,20,0,0,10,0,0,0,100,0,10,20,10,60,0,0,10,0,20,70,0,0,11,0,22,67,0,0,20,20,10,50,0,0,10,10,20,60,0,80,20,0,0,0,20,80,0,0,0,0,20,80,0,0,0,0,20,80,0,0,0,0,20,80,0,0,0,0,20,80,0,0,0,0,20,80,0,0,0,0,20,80,0,0,0,0,20,80,0,0,0,10,10,80,0,0,0,0,20,80,0,0,0,0,20,80,0,0,0,0,0,0,0,100,0
"Lannen,Victoria",ELWR1S-ELWR:BasicWriting(D),S215,14,11,81.8%,100.0%,5.59,B+(3.33),N/A,27,55,18,0,0,0,0,0,0,91,0,9,45,18,18,0,0,18,0,0,10,10,20,60,0,0,9,45,27,18,0,0,0,0,0,0,0,0,100,9,0,9,36,45,0,0,0,9,45,45,0,0,0,9,45,45,0,0,18,45,27,9,0,0,0,9,36,36,18,82,18,0,0,0,64,36,0,0,0,9,45,45,0,0,0,0,64,36,0,0,0,0,64,36,0,0,0,9,55,36,0,9,9,9,45,27,0,0,0,0,55,45,0,0,9,0,45,45,0,0,0,0,55,45,0,0,0,0,55,45,0,0,0,9,45,45,0,0,0,0,0,0,0,100,0
"Lannen,Victoria",ELWR1S-ELWR:BasicWriting(A),S115,10,10,90.0%,100.0%,8.10,B(3.17),N/A,30,70,0,0,0,0,0,0,0,100,0,0,20,30,10,0,0,40,0,0,0,11,11,78,0,0,0,50,10,20,0,0,0,10,10,0,0,0,100,0,0,10,10,80,0,0,0,10,10,80,0,0,0,10,10,80,0,0,0,30,10,60,0,0,0,20,0,70,10,90,10,0,0,0,10,90,0,0,0,0,10,90,0,0,0,0,10,90,0,0,0,0,10,90,0,0,0,0,10,90,0,0,0,0,20,70,10,0,0,0,10,90,0,0,0,0,10,80,10,0,0,0,10,90,0,0,0,0,10,90,0,0,0,0,10,90,0,0,0,0,0,0,0,100,0
"Lannen,Victoria",ELWR1S-ELWR:BasicWriting(B),S115,6,4,100.0%,100.0%,3.83,A(4.00),N/A,75,25,0,0,0,0,0,0,0,100,0,0,50,0,0,0,0,50,0,0,50,25,25,0,0,33,33,0,0,33,0,0,0,0,0,0,25,0,75,25,0,25,50,0,0,25,0,0,50,0,25,0,0,0,100,0,0,0,25,25,50,0,0,0,0,0,75,25,0,100,0,0,0,0,75,25,0,0,0,0,25,75,0,0,0,0,50,50,0,0,0,0,25,75,0,0,0,0,25,50,25,0,0,0,50,50,0,0,0,0,25,75,0,0,0,0,25,75,0,0,0,25,25,50,0,0,0,0,25,75,0,0,0,0,25,75,0,0,0,0,0,0,0,100,0
"Viswanathan,Usha",ELWR1S-ELWR:BasicWriting(C),S214,17,6,100.0%,100.0%,9.50,B(3.00),N/A,0,75,0,0,0,25,0,25,0,75,0,0,0,50,0,0,0,50,0,0,0,0,60,40,0,0,17,17,0,17,17,17,0,0,17,0,17,0,83,0,17,0,67,17,0,0,0,0,50,50,0,0,0,0,67,33,0,0,17,17,50,17,0,0,0,0,40,60,0,100,0,0,0,0,50,50,0,0,0,0,33,67,0,0,0,0,50,50,0,0,0,17,33,50,0,0,0,0,67,33,0,0,0,0,67,33,0,0,0,0,50,50,0,0,0,17,33,50,0,0,0,0,67,33,0,0,0,0,67,33,0,0,0,0,60,40,0,0,0,0,0,0,0,100,0
"Viswanathan,Usha",ELWR1S-ELWR:BasicWriting(D),S214,16,7,57.1%,85.7%,10.50,B-(2.75),N/A,43,57,0,0,0,0,0,14,0,86,0,0,14,14,29,0,0,43,0,0,0,43,29,29,0,0,0,29,29,0,0,0,14,14,0,14,0,0,100,14,14,43,0,14,14,0,0,43,43,14,0,0,0,57,14,14,14,0,0,29,43,29,0,0,0,43,29,29,0,57,43,0,14,14,43,29,0,0,14,29,29,29,0,0,0,14,29,29,29,0,0,14,43,43,0,0,0,29,43,29,0,0,14,14,29,43,0,0,0,14,29,43,14,0,0,14,43,29,14,0,17,50,17,17,0,0,0,29,43,29,0,0,0,29,29,43,0,0,0,0,0,0,0,86,14
"Hornbrook,Lee",ELWR1S-ELWR:BasicWriting(E),S214,16,4,75.0%,50.0%,6.50,C+(2.33),N/A,0,100,0,0,0,0,0,0,0,100,0,0,0,25,50,0,0,25,0,25,0,0,75,0,0,0,25,50,0,0,0,0,25,0,0,0,0,0,100,0,25,50,25,0,0,0,25,25,50,0,0,0,0,50,25,0,25,0,25,25,25,25,0,0,0,25,50,25,0,75,25,0,0,25,50,25,0,0,25,0,75,0,0,0,0,0,75,25,0,0,0,0,100,0,0,0,0,25,75,0,0,0,25,50,25,0,0,0,0,50,50,0,0,0,25,25,50,0,0,25,0,50,25,0,0,25,25,25,25,0,0,0,0,67,0,0,33,0,0,0,0,0,0,50,50
"Lannen,Victoria",ELWR1S-ELWR:BasicWriting(A),S114,19,8,71.4%,85.7%,11.36,B+(3.33),N/A,57,43,0,0,0,0,0,14,0,86,0,0,14,29,0,0,0,57,0,0,0,14,43,43,0,0,0,0,0,29,29,29,0,14,0,0,0,0,100,0,0,14,29,57,0,0,0,14,14,71,0,0,0,14,29,57,0,0,0,14,29,57,0,0,0,29,14,57,0,71,29,0,0,14,29,57,0,0,0,14,14,71,0,0,0,14,29,57,0,0,0,14,29,57,0,0,0,14,29,57,0,0,0,29,14,57,0,0,0,14,14,71,0,0,0,14,14,71,0,0,0,29,29,43,0,0,0,14,43,43,0,0,0,14,29,57,0,0,0,0,0,0,0,86,14
"Lannen,Victoria",ELWR1S-ELWR:BasicWriting(B),S114,17,4,75.0%,100.0%,14.50,A(4.00),N/A,50,50,0,0,0,0,0,25,0,50,25,0,50,0,0,0,0,50,0,0,0,50,25,25,0,0,0,0,0,25,25,0,0,0,25,25,0,0,100,0,0,0,50,50,0,0,0,0,50,50,0,0,0,0,25,75,0,0,0,0,50,50,0,0,0,0,50,25,25,75,25,0,0,0,50,50,0,0,0,0,50,50,0,0,0,0,25,75,0,0,0,0,25,75,0,0,0,0,25,75,0,0,0,0,25,50,25,0,0,0,25,75,0,0,0,25,50,25,0,0,0,25,25,50,0,0,0,0,50,50,0,0,0,0,25,75,0,0,0,0,0,0,0,100,0
