Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived,class_level_Freshman,class_level_Sophomore,class_level_Junior,class_level_Senior,class_level_Graduate,class_level_Extension,class_level_Visitor,reason_taking_class_Major,reason_taking_class_Minor,reason_taking_class_Gen_Ed,reason_taking_class_Elective,reason_taking_class_Interest,grade_expect_class_A,grade_expect_class_B,grade_expect_class_C,grade_expect_class_D,grade_expect_class_F,grade_expect_class_P,grade_expect_class_NP,learned_great_deal_course_Strongly_Disagree,learned_great_deal_course_Disagree,learned_great_deal_course_Neither_Agree_nor_Disagree,learned_great_deal_course_Agree,learned_great_deal_course_Strongly_Agree,learned_great_deal_course_Not_Applicable,many_hours_week_spend_studying_outside_class_average_01,many_hours_week_spend_studying_outside_class_average_23,many_hours_week_spend_studying_outside_class_average_45,many_hours_week_spend_studying_outside_class_average_67,many_hours_week_spend_studying_outside_class_average_89,many_hours_week_spend_studying_outside_class_average_1011,many_hours_week_spend_studying_outside_class_average_1213,many_hours_week_spend_studying_outside_class_average_1415,many_hours_week_spend_studying_outside_class_average_1617,many_hours_week_spend_studying_outside_class_average_1819,many_hours_week_spend_studying_outside_class_average_20_or_more,often_attend_course_Very_Rarely,often_attend_course_Some_of_the_Time,often_attend_course_Most_of_the_Time,course_material_intellectually_stimulating_Strongly_Disagree,course_material_intellectually_stimulating_Disagree,course_material_intellectually_stimulating_Neither_Agree_nor_Disagree,course_material_intellectually_stimulating_Agree,course_material_intellectually_stimulating_Strongly_Agree,course_material_intellectually_stimulating_Not_Applicable,assignments_promote_learning_Strongly_Disagree,assignments_promote_learning_Disagree,assignments_promote_learning_Neither_Agree_nor_Disagree,assignments_promote_learning_Agree,assignments_promote_learning_Strongly_Agree,assignments_promote_learning_Not_Applicable,required_reading_useful_Strongly_Disagree,required_reading_useful_Disagree,required_reading_useful_Neither_Agree_nor_Disagree,required_reading_useful_Agree,required_reading_useful_Strongly_Agree,required_reading_useful_Not_Applicable,course_difficult_relative_others_Strongly_Disagree,course_difficult_relative_others_Disagree,course_difficult_relative_others_Neither_Agree_nor_Disagree,course_difficult_relative_others_Agree,course_difficult_relative_others_Strongly_Agree,course_difficult_relative_others_Not_Applicable,exams_representative_course_material_Strongly_Disagree,exams_representative_course_material_Disagree,exams_representative_course_material_Neither_Agree_nor_Disagree,exams_representative_course_material_Agree,exams_representative_course_material_Strongly_Agree,exams_representative_course_material_Not_Applicable,recommend_course_overall_Yes,recommend_course_overall_No,instructor_displays_proficient_command_material_Strongly_Disagree,instructor_displays_proficient_command_material_Disagree,instructor_displays_proficient_command_material_Neither_Agree_nor_Disagree,instructor_displays_proficient_command_material_Agree,instructor_displays_proficient_command_material_Strongly_Agree,instructor_displays_proficient_command_material_Not_Applicable,instructor_well_prepared_classes_Strongly_Disagree,instructor_well_prepared_classes_Disagree,instructor_well_prepared_classes_Neither_Agree_nor_Disagree,instructor_well_prepared_classes_Agree,instructor_well_prepared_classes_Strongly_Agree,instructor_well_prepared_classes_Not_Applicable,instructors_speech_clear_audible_Strongly_Disagree,instructors_speech_clear_audible_Disagree,instructors_speech_clear_audible_Neither_Agree_nor_Disagree,instructors_speech_clear_audible_Agree,instructors_speech_clear_audible_Strongly_Agree,instructors_speech_clear_audible_Not_Applicable,instructor_explains_course_material_well_Strongly_Disagree,instructor_explains_course_material_well_Disagree,instructor_explains_course_material_well_Neither_Agree_nor_Disagree,instructor_explains_course_material_well_Agree,instructor_explains_course_material_well_Strongly_Agree,instructor_explains_course_material_well_Not_Applicable,lectures_hold_attention_Strongly_Disagree,lectures_hold_attention_Disagree,lectures_hold_attention_Neither_Agree_nor_Disagree,lectures_hold_attention_Agree,lectures_hold_attention_Strongly_Agree,lectures_hold_attention_Not_Applicable,instructor’s_lecture_style_facilitates_notetaking_Strongly_Disagree,instructor’s_lecture_style_facilitates_notetaking_Disagree,instructor’s_lecture_style_facilitates_notetaking_Neither_Agree_nor_Disagree,instructor’s_lecture_style_facilitates_notetaking_Agree,instructor’s_lecture_style_facilitates_notetaking_Strongly_Agree,instructor’s_lecture_style_facilitates_notetaking_Not_Applicable,instructor_shows_concern_students_learning_Strongly_Disagree,instructor_shows_concern_students_learning_Disagree,instructor_shows_concern_students_learning_Neither_Agree_nor_Disagree,instructor_shows_concern_students_learning_Agree,instructor_shows_concern_students_learning_Strongly_Agree,instructor_shows_concern_students_learning_Not_Applicable,instructor_promotes_appropriate_questionsdiscussion_Strongly_Disagree,instructor_promotes_appropriate_questionsdiscussion_Disagree,instructor_promotes_appropriate_questionsdiscussion_Neither_Agree_nor_Disagree,instructor_promotes_appropriate_questionsdiscussion_Agree,instructor_promotes_appropriate_questionsdiscussion_Strongly_Agree,instructor_promotes_appropriate_questionsdiscussion_Not_Applicable,instructor_accessible_outside_class_Strongly_Disagree,instructor_accessible_outside_class_Disagree,instructor_accessible_outside_class_Neither_Agree_nor_Disagree,instructor_accessible_outside_class_Agree,instructor_accessible_outside_class_Strongly_Agree,instructor_accessible_outside_class_Not_Applicable,instructor_starts_finishes_class_time_Strongly_Disagree,instructor_starts_finishes_class_time_Disagree,instructor_starts_finishes_class_time_Neither_Agree_nor_Disagree,instructor_starts_finishes_class_time_Agree,instructor_starts_finishes_class_time_Strongly_Agree,instructor_starts_finishes_class_time_Not_Applicable,instructor_effective_promoting_academic_integrity_Strongly_Disagree,instructor_effective_promoting_academic_integrity_Disagree,instructor_effective_promoting_academic_integrity_Neither_Agree_nor_Disagree,instructor_effective_promoting_academic_integrity_Agree,instructor_effective_promoting_academic_integrity_Strongly_Agree,instructor_effective_promoting_academic_integrity_Not_Applicable,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Strongly_Disagree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Disagree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Neither_Agree_nor_Disagree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Agree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Strongly_Agree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Not_Applicable,recommend_professor_overall_Yes,recommend_professor_overall_No,minilecture_question_session_field_start_class_served_good_review_material_Strongly_Disagree,minilecture_question_session_field_start_class_served_good_review_material_Disagree,minilecture_question_session_field_start_class_served_good_review_material_Neither_Agree_nor_Disagree,minilecture_question_session_field_start_class_served_good_review_material_Agree,minilecture_question_session_field_start_class_served_good_review_material_Strongly_Agree,minilecture_question_session_field_start_class_served_good_review_material_Not_Applicable,written_discussion_questions_due_start_field_class_effective_way_getting_prepare_class_ie_getting_read_class_notes_textbook_field_guides_Strongly_Disagree,written_discussion_questions_due_start_field_class_effective_way_getting_prepare_class_ie_getting_read_class_notes_textbook_field_guides_Disagree,written_discussion_questions_due_start_field_class_effective_way_getting_prepare_class_ie_getting_read_class_notes_textbook_field_guides_Neither_Agree_nor_Disagree,written_discussion_questions_due_start_field_class_effective_way_getting_prepare_class_ie_getting_read_class_notes_textbook_field_guides_Agree,written_discussion_questions_due_start_field_class_effective_way_getting_prepare_class_ie_getting_read_class_notes_textbook_field_guides_Strongly_Agree,written_discussion_questions_due_start_field_class_effective_way_getting_prepare_class_ie_getting_read_class_notes_textbook_field_guides_Not_Applicable,preferred_independent_takehome_midterm_exam_inclass_exam_Strongly_Disagree,preferred_independent_takehome_midterm_exam_inclass_exam_Disagree,preferred_independent_takehome_midterm_exam_inclass_exam_Neither_Agree_nor_Disagree,preferred_independent_takehome_midterm_exam_inclass_exam_Agree,preferred_independent_takehome_midterm_exam_inclass_exam_Strongly_Agree,preferred_independent_takehome_midterm_exam_inclass_exam_Not_Applicable
"Herbst,Matthew",ENVR142GS-Wilderness&HumValuesAbroad(A),S119,18,8,100.0%,100.0%,6.25,B+(3.63),N/A,0,62,12,25,0,0,0,0,12,50,12,25,62,38,0,0,0,0,0,0,0,0,12,88,0,0,12,25,38,12,12,0,0,0,0,0,0,0,100,0,0,0,25,75,0,0,0,0,38,62,0,0,0,12,25,62,0,0,38,38,12,12,0,0,0,0,14,71,14,100,0,0,0,0,0,100,0,0,0,0,12,88,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,12,12,75,0,0,0,0,12,88,0,0,0,0,0,100,0,0,0,12,0,88,0,0,0,0,12,75,12,0,0,0,38,62,0,0,0,0,38,62,0,0,0,0,25,75,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Daly,HeatherMarie",ENVR102-SelectedTopics/EnvironmntlSt(B),SP19,15,6,100.0%,100.0%,5.17,A-(3.80),N/A,0,17,33,50,0,0,0,33,67,0,0,0,67,17,0,0,0,17,0,0,0,0,17,83,0,0,33,17,33,17,0,0,0,0,0,0,17,0,83,0,0,17,33,50,0,0,0,17,33,33,17,0,0,17,17,67,0,0,33,50,17,0,0,0,0,0,33,67,0,100,0,0,0,0,17,83,0,0,0,0,0,100,0,0,0,0,17,83,0,0,0,0,17,83,0,0,0,0,50,50,0,0,0,0,50,50,0,0,0,0,17,83,0,0,0,0,17,83,0,0,0,0,17,83,0,0,0,0,33,67,0,0,0,0,17,83,0,0,0,0,17,83,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Herbst,Matthew",ENVR140-WildernessandHumanValues(A),SP19,55,24,95.7%,95.7%,5.11,B+(3.55),B+(3.33),0,8,33,54,4,0,0,5,50,23,9,14,57,35,4,0,0,4,0,4,0,9,43,43,0,0,39,30,9,9,9,4,0,0,0,0,0,4,96,0,0,13,35,52,0,0,5,5,55,36,0,0,0,4,26,70,0,0,13,61,17,9,0,0,4,0,48,48,0,96,4,0,0,0,9,91,0,0,0,0,13,87,0,0,0,0,13,87,0,0,0,9,22,70,0,0,0,4,30,65,0,0,9,22,30,39,0,0,0,5,32,64,0,0,0,4,30,65,0,0,0,13,35,52,0,0,0,9,35,57,0,0,0,0,43,57,0,0,0,4,43,52,0,96,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Herbst,Matthew",ENVR87-FreshmanSeminar(A),SP19,13,6,100.0%,100.0%,1.17,A(4.00),N/A,17,83,0,0,0,0,0,0,0,0,17,83,33,0,0,0,0,67,0,0,0,0,67,33,0,67,33,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,33,67,0,0,0,0,33,67,0,0,0,0,33,67,0,17,67,0,0,0,17,0,0,0,33,0,67,100,0,0,0,0,33,67,0,0,0,0,50,50,0,0,0,0,33,67,0,0,0,0,33,67,0,0,0,0,50,33,17,0,0,0,50,0,50,0,0,0,33,67,0,0,0,0,33,67,0,0,0,0,33,67,0,0,0,0,33,50,17,0,0,0,33,50,17,0,0,0,50,50,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Herbst,Matthew",ENVR87-FreshmanSeminar(B),SP19,14,9,100.0%,100.0%,0.72,N/A,N/A,11,67,22,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,11,22,67,0,89,11,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,43,57,0,0,12,0,25,62,0,0,12,0,38,50,0,62,25,12,0,0,0,0,0,0,0,0,100,100,0,0,0,0,25,75,0,0,0,0,12,88,0,0,0,0,12,88,0,0,0,0,25,75,0,0,0,12,12,62,12,0,12,12,0,25,50,0,0,12,25,62,0,0,0,0,12,88,0,0,0,0,25,62,12,0,0,0,38,62,0,0,0,0,38,38,25,0,0,0,25,62,12,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Patterson,TimothyRaymond",ENVR110-EnvironmentalLaw(B),WI19,62,28,76.9%,88.5%,3.91,B(3.29),B+(3.36),4,7,36,54,0,0,0,8,73,8,0,12,22,56,0,0,0,22,0,0,0,15,56,30,0,15,33,30,11,11,0,0,0,0,0,0,4,19,78,0,12,12,56,20,0,0,0,16,64,20,0,4,4,31,35,27,0,4,23,27,38,8,0,0,4,4,52,40,0,77,23,0,0,0,23,77,0,0,0,0,27,73,0,0,0,0,42,58,0,0,0,15,38,46,0,8,31,8,42,12,0,4,12,8,38,38,0,0,0,19,38,42,0,0,8,4,32,56,0,0,0,27,38,31,4,0,0,0,46,54,0,0,0,0,54,46,0,0,0,4,31,58,8,88,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Talley,TheresaS.",ENVR120-CoastalEcology(A),WI19,19,13,92.3%,100.0%,4.19,A-(3.83),N/A,0,0,23,77,0,0,0,46,15,15,15,8,77,15,0,0,0,8,0,0,0,0,38,62,0,8,23,54,8,8,0,0,0,0,0,0,0,0,100,0,0,8,38,54,0,0,0,0,54,46,0,0,8,31,15,46,0,0,38,46,8,8,0,0,0,8,54,38,0,92,8,0,0,0,8,92,0,0,0,0,8,92,0,0,0,0,0,100,0,0,0,0,31,69,0,0,0,0,31,69,0,0,8,23,23,38,8,0,0,0,8,92,0,0,0,0,15,85,0,0,0,0,15,85,0,0,0,0,23,77,0,0,0,0,23,69,8,0,0,8,23,62,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Herbst,Matthew",ENVR141-Wilderness&HumanValueWorksh(A),WI19,6,3,100.0%,100.0%,3.83,A(4.00),N/A,0,0,33,67,0,0,0,0,33,0,0,67,33,0,0,0,0,67,0,0,0,0,33,67,0,0,67,0,33,0,0,0,0,0,0,0,0,0,100,0,0,0,33,67,0,0,0,0,33,67,0,0,0,0,50,50,0,0,67,33,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,33,0,67,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,67,33,0,0,0,33,33,33,0,0,0,0,33,0,67,0,0,0,33,67,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Henter,HeatherJ.",ENVR102-SelectedTopics/EnvironmntlSt(A),FA18,22,19,94.7%,100.0%,3.45,B+(3.68),B+(3.37),11,0,47,42,0,0,0,5,47,32,0,16,74,21,5,0,0,0,0,0,5,5,63,26,0,16,47,26,0,5,5,0,0,0,0,0,0,0,100,0,0,5,74,21,0,5,5,5,53,32,0,5,5,5,53,32,0,21,42,32,5,0,0,0,0,11,42,26,21,95,5,0,0,0,17,83,0,0,0,0,21,79,0,0,0,0,26,74,0,5,0,5,21,68,0,5,16,5,37,37,0,5,11,37,26,21,0,0,5,5,16,74,0,0,5,5,37,53,0,0,0,0,32,63,5,5,26,11,32,26,0,0,0,11,32,53,5,0,0,11,26,47,16,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shaheen,Robina",ENVR30-EnvironmentalIssues:NatSci(A),FA18,142,116,54.3%,40.9%,3.74,B+(3.42),B+(3.53),44,31,12,13,0,0,0,3,30,53,4,9,43,35,5,0,1,16,0,9,13,30,36,10,1,15,45,19,13,4,3,0,1,0,0,0,3,10,86,6,16,26,41,11,0,5,22,27,36,10,0,8,26,29,9,3,25,10,31,37,15,6,0,3,10,23,45,17,0,54,46,5,11,22,41,21,0,10,17,26,34,13,0,15,28,27,28,3,0,14,36,23,23,4,0,18,38,26,14,4,0,12,22,17,37,12,0,3,4,17,49,27,0,4,13,23,47,12,0,1,2,18,54,18,7,0,3,12,57,27,0,2,3,12,58,27,0,4,4,31,40,19,4,41,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
