Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived,class_level_Freshman,class_level_Sophomore,class_level_Junior,class_level_Senior,class_level_Graduate,class_level_Extension,class_level_Visitor,reason_taking_class_Major,reason_taking_class_Minor,reason_taking_class_Gen_Ed,reason_taking_class_Elective,reason_taking_class_Interest,grade_expect_class_A,grade_expect_class_B,grade_expect_class_C,grade_expect_class_D,grade_expect_class_F,grade_expect_class_P,grade_expect_class_NP,learned_great_deal_course_Strongly_Disagree,learned_great_deal_course_Disagree,learned_great_deal_course_Neither_Agree_nor_Disagree,learned_great_deal_course_Agree,learned_great_deal_course_Strongly_Agree,learned_great_deal_course_Not_Applicable,many_hours_week_spend_studying_outside_class_average_01,many_hours_week_spend_studying_outside_class_average_23,many_hours_week_spend_studying_outside_class_average_45,many_hours_week_spend_studying_outside_class_average_67,many_hours_week_spend_studying_outside_class_average_89,many_hours_week_spend_studying_outside_class_average_1011,many_hours_week_spend_studying_outside_class_average_1213,many_hours_week_spend_studying_outside_class_average_1415,many_hours_week_spend_studying_outside_class_average_1617,many_hours_week_spend_studying_outside_class_average_1819,many_hours_week_spend_studying_outside_class_average_20_or_more,often_attend_course_Very_Rarely,often_attend_course_Some_of_the_Time,often_attend_course_Most_of_the_Time,course_material_intellectually_stimulating_Strongly_Disagree,course_material_intellectually_stimulating_Disagree,course_material_intellectually_stimulating_Neither_Agree_nor_Disagree,course_material_intellectually_stimulating_Agree,course_material_intellectually_stimulating_Strongly_Agree,course_material_intellectually_stimulating_Not_Applicable,assignments_promote_learning_Strongly_Disagree,assignments_promote_learning_Disagree,assignments_promote_learning_Neither_Agree_nor_Disagree,assignments_promote_learning_Agree,assignments_promote_learning_Strongly_Agree,assignments_promote_learning_Not_Applicable,required_reading_useful_Strongly_Disagree,required_reading_useful_Disagree,required_reading_useful_Neither_Agree_nor_Disagree,required_reading_useful_Agree,required_reading_useful_Strongly_Agree,required_reading_useful_Not_Applicable,course_difficult_relative_others_Strongly_Disagree,course_difficult_relative_others_Disagree,course_difficult_relative_others_Neither_Agree_nor_Disagree,course_difficult_relative_others_Agree,course_difficult_relative_others_Strongly_Agree,course_difficult_relative_others_Not_Applicable,exams_representative_course_material_Strongly_Disagree,exams_representative_course_material_Disagree,exams_representative_course_material_Neither_Agree_nor_Disagree,exams_representative_course_material_Agree,exams_representative_course_material_Strongly_Agree,exams_representative_course_material_Not_Applicable,recommend_course_overall_Yes,recommend_course_overall_No,instructor_displays_proficient_command_material_Strongly_Disagree,instructor_displays_proficient_command_material_Disagree,instructor_displays_proficient_command_material_Neither_Agree_nor_Disagree,instructor_displays_proficient_command_material_Agree,instructor_displays_proficient_command_material_Strongly_Agree,instructor_displays_proficient_command_material_Not_Applicable,instructor_well_prepared_classes_Strongly_Disagree,instructor_well_prepared_classes_Disagree,instructor_well_prepared_classes_Neither_Agree_nor_Disagree,instructor_well_prepared_classes_Agree,instructor_well_prepared_classes_Strongly_Agree,instructor_well_prepared_classes_Not_Applicable,instructors_speech_clear_audible_Strongly_Disagree,instructors_speech_clear_audible_Disagree,instructors_speech_clear_audible_Neither_Agree_nor_Disagree,instructors_speech_clear_audible_Agree,instructors_speech_clear_audible_Strongly_Agree,instructors_speech_clear_audible_Not_Applicable,instructor_explains_course_material_well_Strongly_Disagree,instructor_explains_course_material_well_Disagree,instructor_explains_course_material_well_Neither_Agree_nor_Disagree,instructor_explains_course_material_well_Agree,instructor_explains_course_material_well_Strongly_Agree,instructor_explains_course_material_well_Not_Applicable,lectures_hold_attention_Strongly_Disagree,lectures_hold_attention_Disagree,lectures_hold_attention_Neither_Agree_nor_Disagree,lectures_hold_attention_Agree,lectures_hold_attention_Strongly_Agree,lectures_hold_attention_Not_Applicable,instructor’s_lecture_style_facilitates_notetaking_Strongly_Disagree,instructor’s_lecture_style_facilitates_notetaking_Disagree,instructor’s_lecture_style_facilitates_notetaking_Neither_Agree_nor_Disagree,instructor’s_lecture_style_facilitates_notetaking_Agree,instructor’s_lecture_style_facilitates_notetaking_Strongly_Agree,instructor’s_lecture_style_facilitates_notetaking_Not_Applicable,instructor_shows_concern_students_learning_Strongly_Disagree,instructor_shows_concern_students_learning_Disagree,instructor_shows_concern_students_learning_Neither_Agree_nor_Disagree,instructor_shows_concern_students_learning_Agree,instructor_shows_concern_students_learning_Strongly_Agree,instructor_shows_concern_students_learning_Not_Applicable,instructor_promotes_appropriate_questionsdiscussion_Strongly_Disagree,instructor_promotes_appropriate_questionsdiscussion_Disagree,instructor_promotes_appropriate_questionsdiscussion_Neither_Agree_nor_Disagree,instructor_promotes_appropriate_questionsdiscussion_Agree,instructor_promotes_appropriate_questionsdiscussion_Strongly_Agree,instructor_promotes_appropriate_questionsdiscussion_Not_Applicable,instructor_accessible_outside_class_Strongly_Disagree,instructor_accessible_outside_class_Disagree,instructor_accessible_outside_class_Neither_Agree_nor_Disagree,instructor_accessible_outside_class_Agree,instructor_accessible_outside_class_Strongly_Agree,instructor_accessible_outside_class_Not_Applicable,instructor_starts_finishes_class_time_Strongly_Disagree,instructor_starts_finishes_class_time_Disagree,instructor_starts_finishes_class_time_Neither_Agree_nor_Disagree,instructor_starts_finishes_class_time_Agree,instructor_starts_finishes_class_time_Strongly_Agree,instructor_starts_finishes_class_time_Not_Applicable,instructor_effective_promoting_academic_integrity_Strongly_Disagree,instructor_effective_promoting_academic_integrity_Disagree,instructor_effective_promoting_academic_integrity_Neither_Agree_nor_Disagree,instructor_effective_promoting_academic_integrity_Agree,instructor_effective_promoting_academic_integrity_Strongly_Agree,instructor_effective_promoting_academic_integrity_Not_Applicable,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Strongly_Disagree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Disagree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Neither_Agree_nor_Disagree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Agree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Strongly_Agree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Not_Applicable,recommend_professor_overall_Yes,recommend_professor_overall_No
"Rahimi,Babak",TWS25-ThirdWorldLiteratures(A),SP19,75,31,93.3%,93.1%,2.89,B+(3.59),B+(3.67),13,35,23,29,0,0,0,10,3,77,0,10,42,29,0,0,0,29,0,3,3,16,48,29,0,29,45,16,3,3,0,3,0,0,0,0,0,13,87,0,7,10,37,47,0,3,3,20,37,37,0,3,3,23,47,23,0,7,53,20,10,10,0,0,3,7,57,30,3,93,7,0,0,0,24,76,0,0,3,0,31,66,0,0,0,0,31,69,0,3,3,3,17,72,0,3,3,7,21,66,0,7,17,21,24,31,0,0,0,0,17,83,0,0,0,7,24,69,0,0,0,7,46,43,4,0,0,3,34,62,0,0,0,0,38,59,3,0,3,0,34,62,0,93,7
"Martin-Cabrera,Luis",TWS22-ThirdWorldLiteratures(A),WI19,69,38,80.6%,94.4%,3.22,B+(3.38),B(3.23),32,39,24,5,0,0,0,6,0,89,3,3,28,44,0,0,0,28,0,3,6,14,42,36,0,22,39,25,8,6,0,0,0,0,0,0,3,19,78,3,11,6,44,36,0,6,8,8,47,17,14,6,17,8,50,19,0,0,22,56,14,8,0,0,6,17,60,17,0,81,19,0,3,0,31,67,0,0,0,8,36,56,0,0,0,11,50,39,0,0,3,8,42,47,0,3,22,14,42,19,0,3,14,17,39,28,0,0,0,3,50,47,0,0,0,3,36,61,0,3,3,14,39,22,19,0,0,0,56,44,0,0,3,3,47,42,6,0,0,0,44,53,3,94,6
"Zhiri,Oumelbanine",TWS25-ThirdWorldLiteratures(A),FA18,74,31,72.4%,69.0%,2.83,B+(3.50),B+(3.36),29,35,23,13,0,0,0,10,0,79,7,3,53,30,0,0,3,13,0,3,21,24,41,10,0,27,43,20,7,3,0,0,0,0,0,0,0,24,76,7,3,17,59,14,0,7,10,28,48,7,0,3,3,7,59,28,0,10,45,31,10,3,0,0,4,4,68,18,7,72,28,4,4,4,37,52,0,4,4,7,52,33,0,3,24,7,45,21,0,3,21,10,28,38,0,25,43,7,21,4,0,7,24,28,31,10,0,4,11,25,43,18,0,7,17,21,38,17,0,3,7,21,45,14,10,7,7,7,41,38,0,3,0,10,55,31,0,3,0,21,45,31,0,69,31
"Cancel,Robert",TWS21GS-TWS:AfricanLiterature(A),S318,20,7,100.0%,100.0%,5.83,B+(3.60),B(3.28),0,14,43,43,0,0,0,17,0,50,0,33,50,33,0,0,0,17,0,0,0,0,33,67,0,0,17,50,17,0,0,17,0,0,0,0,0,0,100,0,0,20,40,40,0,0,0,20,40,40,0,0,0,20,40,40,0,0,0,100,0,0,0,0,0,40,0,40,20,100,0,0,0,20,0,80,0,0,0,20,20,60,0,0,0,20,20,60,0,0,0,20,40,40,0,20,0,0,40,40,0,20,0,20,20,40,0,0,0,20,0,80,0,0,0,20,0,80,0,0,0,20,0,80,0,0,0,20,0,80,0,0,0,25,0,75,0,0,0,40,0,60,0,100,0
"Vijay,AmeethVarma",TWS21-ThirdWorldLiteratures(A),SP18,65,45,88.4%,90.7%,4.09,B+(3.32),B(3.16),13,27,31,29,0,0,0,9,0,88,2,0,25,25,7,0,0,43,0,7,0,11,30,52,0,7,36,36,14,5,2,0,0,0,0,0,0,5,95,0,5,10,31,55,0,0,7,7,50,36,0,0,7,10,40,43,0,0,19,38,19,21,2,0,2,10,52,36,0,88,12,0,2,2,24,71,0,0,0,2,27,71,0,0,2,5,32,60,0,0,5,0,32,63,0,5,10,17,32,37,0,5,2,10,42,40,0,0,5,7,49,39,0,0,0,0,44,56,0,0,0,17,41,32,10,0,0,0,41,59,0,0,0,0,42,55,2,0,2,2,32,60,2,91,9
"Rahimi,Babak",TWS25-ThirdWorldLiteratures(A),WI18,64,29,92.6%,96.3%,5.07,B+(3.39),B+(3.54),7,24,41,28,0,0,0,7,7,79,0,7,32,50,0,0,0,18,0,4,0,4,50,43,0,7,36,25,18,7,0,0,4,0,0,4,0,4,96,4,0,7,44,44,0,4,0,15,48,30,4,4,0,11,33,52,0,0,15,48,26,11,0,4,0,15,52,19,11,93,7,0,4,0,22,74,0,0,4,4,41,52,0,0,4,0,30,67,0,0,4,4,38,54,0,4,0,15,31,50,0,4,7,26,30,33,0,0,0,11,33,56,0,0,0,7,33,59,0,4,0,22,33,41,0,4,0,11,33,52,0,0,4,4,37,56,0,4,0,0,33,63,0,96,4
"Woodhull,WinifredJohanna",TWS24-ThirdWorldLiteratures(A),FA17,63,16,57.1%,78.6%,5.07,B(3.18),B(3.23),25,25,31,19,0,0,0,7,0,86,7,0,23,54,8,0,0,15,0,0,14,14,50,21,0,7,29,43,0,0,14,7,0,0,0,0,0,0,100,7,7,14,57,14,0,0,0,21,57,21,0,0,0,7,43,50,0,0,21,64,14,0,0,0,7,0,79,7,7,57,43,0,7,7,64,21,0,0,14,7,57,21,0,0,14,0,57,29,0,0,14,14,50,21,0,14,29,29,21,7,0,0,36,7,57,0,0,0,7,50,43,0,0,0,0,0,64,36,0,0,0,46,31,0,23,0,0,0,79,21,0,0,0,21,71,0,7,0,0,21,36,29,14,79,21
"Cancel,Robert",TWS21GS-TWS:AfricanLiterature(A),S317,13,3,100.0%,100.0%,7.83,B+(3.67),N/A,0,33,0,67,0,0,0,0,0,100,0,0,67,33,0,0,0,0,0,0,0,0,0,100,0,0,67,0,0,0,0,0,0,0,33,0,0,0,100,0,0,0,33,67,0,0,0,0,33,67,0,0,0,0,33,67,0,33,0,0,67,0,0,0,0,0,67,33,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,33,67,0,0,0,0,33,67,0,0,0,0,33,67,0,0,0,0,0,100,0,0,0,0,33,67,0,0,0,0,33,67,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,33,67,0,100,0
"Rahimi,Babak",TWS25-ThirdWorldLiteratures(A),SP17,70,22,83.3%,94.4%,4.85,A-(3.73),B+(3.61),59,18,24,0,0,0,0,6,0,88,0,6,71,12,6,0,0,12,0,0,14,14,14,57,0,12,35,18,12,12,6,6,0,0,0,0,6,6,88,6,0,6,47,41,0,6,0,0,59,35,0,0,12,6,35,47,0,0,12,31,38,19,0,0,6,12,47,29,6,83,17,0,6,0,35,59,0,0,6,6,47,41,0,0,0,12,29,59,0,6,6,6,41,41,0,6,6,6,47,35,0,12,29,0,29,29,0,6,6,0,44,44,0,6,0,0,41,53,0,6,6,6,35,35,12,6,0,0,53,41,0,6,0,0,41,41,12,6,6,6,35,41,6,94,6
"Parra,Max",TWS22-ThirdWorldLiteratures(A),WI17,68,24,78.3%,87.0%,4.05,B+(3.69),B+(3.47),26,35,22,17,0,0,0,0,0,87,4,9,48,22,0,0,0,30,0,0,9,5,45,41,0,14,27,36,14,9,0,0,0,0,0,0,0,9,91,4,9,9,35,43,0,0,13,4,39,43,0,0,5,0,45,50,0,17,26,17,9,30,0,0,4,0,30,65,0,78,22,0,4,0,26,70,0,0,9,4,39,48,0,0,13,0,35,52,0,0,9,0,35,57,0,0,13,4,48,35,0,0,9,9,30,52,0,0,4,13,39,43,0,0,4,13,26,57,0,0,0,17,39,39,4,0,4,13,35,48,0,0,4,9,39,48,0,0,4,13,26,57,0,87,13
