Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived,class_level_Freshman,class_level_Sophomore,class_level_Junior,class_level_Senior,class_level_Graduate,class_level_Extension,class_level_Visitor,reason_taking_class_Major,reason_taking_class_Minor,reason_taking_class_Gen_Ed,reason_taking_class_Elective,reason_taking_class_Interest,grade_expect_class_A,grade_expect_class_B,grade_expect_class_C,grade_expect_class_D,grade_expect_class_F,grade_expect_class_P,grade_expect_class_NP,learned_great_deal_course_Strongly_Disagree,learned_great_deal_course_Disagree,learned_great_deal_course_Neither_Agree_nor_Disagree,learned_great_deal_course_Agree,learned_great_deal_course_Strongly_Agree,learned_great_deal_course_Not_Applicable,many_hours_week_spend_studying_outside_class_average_01,many_hours_week_spend_studying_outside_class_average_23,many_hours_week_spend_studying_outside_class_average_45,many_hours_week_spend_studying_outside_class_average_67,many_hours_week_spend_studying_outside_class_average_89,many_hours_week_spend_studying_outside_class_average_1011,many_hours_week_spend_studying_outside_class_average_1213,many_hours_week_spend_studying_outside_class_average_1415,many_hours_week_spend_studying_outside_class_average_1617,many_hours_week_spend_studying_outside_class_average_1819,many_hours_week_spend_studying_outside_class_average_20_or_more,often_attend_course_Very_Rarely,often_attend_course_Some_of_the_Time,often_attend_course_Most_of_the_Time,course_material_intellectually_stimulating_Strongly_Disagree,course_material_intellectually_stimulating_Disagree,course_material_intellectually_stimulating_Neither_Agree_nor_Disagree,course_material_intellectually_stimulating_Agree,course_material_intellectually_stimulating_Strongly_Agree,course_material_intellectually_stimulating_Not_Applicable,assignments_promote_learning_Strongly_Disagree,assignments_promote_learning_Disagree,assignments_promote_learning_Neither_Agree_nor_Disagree,assignments_promote_learning_Agree,assignments_promote_learning_Strongly_Agree,assignments_promote_learning_Not_Applicable,required_reading_useful_Strongly_Disagree,required_reading_useful_Disagree,required_reading_useful_Neither_Agree_nor_Disagree,required_reading_useful_Agree,required_reading_useful_Strongly_Agree,required_reading_useful_Not_Applicable,course_difficult_relative_others_Strongly_Disagree,course_difficult_relative_others_Disagree,course_difficult_relative_others_Neither_Agree_nor_Disagree,course_difficult_relative_others_Agree,course_difficult_relative_others_Strongly_Agree,course_difficult_relative_others_Not_Applicable,exams_representative_course_material_Strongly_Disagree,exams_representative_course_material_Disagree,exams_representative_course_material_Neither_Agree_nor_Disagree,exams_representative_course_material_Agree,exams_representative_course_material_Strongly_Agree,exams_representative_course_material_Not_Applicable,recommend_course_overall_Yes,recommend_course_overall_No,instructor_displays_proficient_command_material_Strongly_Disagree,instructor_displays_proficient_command_material_Disagree,instructor_displays_proficient_command_material_Neither_Agree_nor_Disagree,instructor_displays_proficient_command_material_Agree,instructor_displays_proficient_command_material_Strongly_Agree,instructor_displays_proficient_command_material_Not_Applicable,instructor_well_prepared_classes_Strongly_Disagree,instructor_well_prepared_classes_Disagree,instructor_well_prepared_classes_Neither_Agree_nor_Disagree,instructor_well_prepared_classes_Agree,instructor_well_prepared_classes_Strongly_Agree,instructor_well_prepared_classes_Not_Applicable,instructors_speech_clear_audible_Strongly_Disagree,instructors_speech_clear_audible_Disagree,instructors_speech_clear_audible_Neither_Agree_nor_Disagree,instructors_speech_clear_audible_Agree,instructors_speech_clear_audible_Strongly_Agree,instructors_speech_clear_audible_Not_Applicable,instructor_explains_course_material_well_Strongly_Disagree,instructor_explains_course_material_well_Disagree,instructor_explains_course_material_well_Neither_Agree_nor_Disagree,instructor_explains_course_material_well_Agree,instructor_explains_course_material_well_Strongly_Agree,instructor_explains_course_material_well_Not_Applicable,lectures_hold_attention_Strongly_Disagree,lectures_hold_attention_Disagree,lectures_hold_attention_Neither_Agree_nor_Disagree,lectures_hold_attention_Agree,lectures_hold_attention_Strongly_Agree,lectures_hold_attention_Not_Applicable,instructor’s_lecture_style_facilitates_notetaking_Strongly_Disagree,instructor’s_lecture_style_facilitates_notetaking_Disagree,instructor’s_lecture_style_facilitates_notetaking_Neither_Agree_nor_Disagree,instructor’s_lecture_style_facilitates_notetaking_Agree,instructor’s_lecture_style_facilitates_notetaking_Strongly_Agree,instructor’s_lecture_style_facilitates_notetaking_Not_Applicable,instructor_shows_concern_students_learning_Strongly_Disagree,instructor_shows_concern_students_learning_Disagree,instructor_shows_concern_students_learning_Neither_Agree_nor_Disagree,instructor_shows_concern_students_learning_Agree,instructor_shows_concern_students_learning_Strongly_Agree,instructor_shows_concern_students_learning_Not_Applicable,instructor_promotes_appropriate_questionsdiscussion_Strongly_Disagree,instructor_promotes_appropriate_questionsdiscussion_Disagree,instructor_promotes_appropriate_questionsdiscussion_Neither_Agree_nor_Disagree,instructor_promotes_appropriate_questionsdiscussion_Agree,instructor_promotes_appropriate_questionsdiscussion_Strongly_Agree,instructor_promotes_appropriate_questionsdiscussion_Not_Applicable,instructor_accessible_outside_class_Strongly_Disagree,instructor_accessible_outside_class_Disagree,instructor_accessible_outside_class_Neither_Agree_nor_Disagree,instructor_accessible_outside_class_Agree,instructor_accessible_outside_class_Strongly_Agree,instructor_accessible_outside_class_Not_Applicable,instructor_starts_finishes_class_time_Strongly_Disagree,instructor_starts_finishes_class_time_Disagree,instructor_starts_finishes_class_time_Neither_Agree_nor_Disagree,instructor_starts_finishes_class_time_Agree,instructor_starts_finishes_class_time_Strongly_Agree,instructor_starts_finishes_class_time_Not_Applicable,instructor_effective_promoting_academic_integrity_Strongly_Disagree,instructor_effective_promoting_academic_integrity_Disagree,instructor_effective_promoting_academic_integrity_Neither_Agree_nor_Disagree,instructor_effective_promoting_academic_integrity_Agree,instructor_effective_promoting_academic_integrity_Strongly_Agree,instructor_effective_promoting_academic_integrity_Not_Applicable,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Strongly_Disagree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Disagree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Neither_Agree_nor_Disagree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Agree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Strongly_Agree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Not_Applicable,recommend_professor_overall_Yes,recommend_professor_overall_No
"Martin-Cabrera,Luis",LATI50-IntroductiontoLatinAmerica(A),S219,19,7,100.0%,100.0%,2.79,A(4.00),N/A,0,57,0,43,0,0,0,0,0,86,0,14,86,0,0,0,0,14,0,0,0,0,14,86,0,14,57,29,0,0,0,0,0,0,0,0,0,0,100,0,0,0,14,86,0,0,0,14,0,86,0,0,0,0,57,43,0,14,57,29,0,0,0,0,0,0,43,57,0,100,0,0,0,0,14,86,0,0,0,0,29,71,0,0,0,0,43,57,0,0,0,0,29,71,0,0,0,14,14,71,0,0,14,14,29,43,0,0,0,14,14,71,0,0,0,0,14,86,0,0,0,14,43,29,14,0,0,0,43,57,0,0,0,14,29,57,0,0,0,0,29,71,0,100,0
"Montesinos,JorgeRoberto",LATI50-IntroductiontoLatinAmerica(A),SP19,82,44,93.2%,97.7%,3.32,B(3.11),B+(3.62),32,30,14,25,0,0,0,5,5,82,2,7,18,52,9,0,0,20,0,5,2,12,51,30,0,16,43,27,11,2,0,0,0,0,0,0,5,7,89,2,0,5,66,27,0,2,2,14,61,18,2,0,5,18,36,41,0,9,25,43,20,2,0,0,0,9,57,34,0,93,7,0,0,0,27,73,0,0,0,2,43,55,0,0,2,7,36,55,0,0,2,5,39,55,0,2,2,30,36,30,0,0,7,7,43,43,0,0,0,5,41,55,0,0,0,2,41,55,2,0,0,9,32,55,5,0,0,2,43,55,0,0,0,5,43,52,0,0,0,5,39,55,2,98,2
"Martin-Cabrera,Luis",LATI10-LatAmerStudies&USLiberation(A),WI19,30,12,90.0%,90.0%,2.30,B+(3.33),B(3.17),50,25,8,17,0,0,0,0,0,60,0,40,40,40,10,0,0,10,0,0,10,20,20,50,0,30,50,20,0,0,0,0,0,0,0,0,0,30,70,10,0,20,20,50,0,10,0,10,40,40,0,0,10,30,30,30,0,40,40,20,0,0,0,0,0,10,60,30,0,90,10,0,0,10,50,40,0,0,10,20,50,20,0,0,0,10,60,30,0,0,0,10,50,40,0,0,20,20,40,20,0,0,30,10,40,20,0,0,10,0,40,50,0,0,0,10,40,50,0,0,10,20,40,30,0,0,10,10,60,20,0,0,0,10,40,50,0,0,0,11,33,56,0,90,10
"Andrews,AbigailLeslie",LATI122A-FldRsrchMth/MigrtnStdy:Sem(A),WI19,20,8,100.0%,100.0%,11.07,A-(3.75),B+(3.54),0,0,88,12,0,0,0,71,14,0,0,14,75,25,0,0,0,0,0,0,0,0,0,100,0,0,14,14,0,29,0,14,0,0,0,29,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,14,86,0,0,14,14,14,57,0,0,0,14,0,57,29,100,0,0,0,0,14,86,0,0,0,14,0,86,0,0,0,0,14,86,0,0,0,0,29,71,0,0,0,0,17,83,0,0,0,0,14,71,14,0,0,0,14,86,0,0,0,0,14,86,0,0,0,0,29,71,0,0,0,0,14,86,0,0,0,0,14,86,0,0,0,0,14,86,0,100,0
"Andrews,AbigailLeslie",LATI122C-FldRsrchMth/Migr:DataAnaly(A),WI19,20,5,100.0%,100.0%,8.90,A-(3.80),B+(3.52),0,0,80,20,0,0,0,80,0,0,0,20,80,20,0,0,0,0,0,0,0,0,0,100,0,0,20,20,0,40,0,0,0,0,0,20,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,40,20,20,20,0,0,0,0,0,80,20,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0
"Desposato,Scott",LATI180-SpecialTopic/LatAmerStudies(A),WI19,10,3,100.0%,100.0%,1.83,B(3.00),N/A,0,0,0,100,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,67,33,0,33,67,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,67,33,0,0,0,0,67,33,0,0,0,67,33,0,0,0,33,67,0,0,0,0,0,67,0,0,33,100,0,0,0,0,0,100,0,0,0,0,33,67,0,0,0,0,33,67,0,0,0,0,33,67,0,0,0,33,33,33,0,0,33,0,33,33,0,0,0,0,67,33,0,0,0,0,67,33,0,0,33,33,0,33,0,0,0,0,67,33,0,0,0,0,67,33,0,0,0,0,33,67,0,100,0
"Montesinos,JorgeRoberto",LATI50-IntroductiontoLatinAmerica(A),FA18,100,46,81.8%,90.7%,4.09,B+(3.32),B(3.09),52,22,17,9,0,0,0,2,0,86,0,11,32,50,5,0,0,14,0,2,14,14,34,36,0,20,27,32,11,2,5,0,0,0,0,2,2,11,86,2,11,14,43,30,0,0,14,20,34,25,7,11,9,16,36,27,0,9,27,39,14,11,0,2,0,7,43,36,11,82,18,0,5,5,30,60,0,0,0,12,31,57,0,0,5,12,39,44,0,0,7,5,49,40,0,7,21,12,37,23,0,0,9,14,33,44,0,0,2,2,37,58,0,0,5,7,33,56,0,0,0,7,35,53,5,0,0,2,40,57,0,0,0,5,49,47,0,0,0,9,33,56,2,91,9
"Martin-Cabrera,Luis",LATI50-IntroductiontoLatinAmerica(A),S218,13,5,100.0%,100.0%,6.90,A(4.00),N/A,0,20,40,40,0,0,0,0,0,100,0,0,40,0,0,0,0,60,0,0,0,0,40,60,0,0,40,40,0,0,0,0,0,0,0,20,0,0,100,0,0,0,50,50,0,0,0,0,25,50,25,0,0,0,75,25,0,0,25,50,0,25,0,0,0,0,25,75,0,100,0,0,0,0,25,75,0,0,0,0,25,75,0,0,0,0,25,75,0,0,0,0,25,75,0,0,0,0,50,50,0,0,0,0,50,50,0,0,0,0,25,75,0,0,0,0,25,75,0,0,0,0,50,50,0,0,0,0,25,75,0,0,0,0,25,75,0,0,0,0,0,100,0,100,0
"Janusz,AndrewJames",LATI50-IntroductiontoLatinAmerica(A),WI18,94,83,78.3%,94.0%,3.70,B(3.16),C+(2.65),20,38,24,17,0,0,1,4,4,83,0,10,25,20,16,0,0,39,0,1,4,18,54,23,0,12,35,40,8,4,1,0,0,0,0,0,2,12,86,2,8,17,47,25,0,2,11,18,42,19,7,2,7,13,37,40,0,5,19,41,25,10,0,1,4,8,63,24,0,78,22,2,0,2,37,58,0,2,1,1,40,55,0,1,0,0,37,61,0,2,1,6,45,46,0,4,11,20,40,25,0,1,8,16,47,28,0,1,2,6,33,58,0,2,1,4,34,59,0,1,1,9,35,52,1,1,0,2,30,67,0,1,1,4,46,47,1,2,1,9,35,51,1,94,6
"Sawyer,Adam",LATI122C-FldRsrchMth/Migr:DataAnaly(A),SP17,6,3,100.0%,100.0%,5.17,B+(3.33),N/A,0,0,67,33,0,0,0,0,67,0,0,33,67,0,33,0,0,0,0,0,0,0,0,100,0,0,33,33,0,33,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,33,0,67,0,0,0,0,0,67,33,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0
