Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived,class_level_Freshman,class_level_Sophomore,class_level_Junior,class_level_Senior,class_level_Graduate,class_level_Extension,class_level_Visitor,reason_taking_class_Major,reason_taking_class_Minor,reason_taking_class_Gen_Ed,reason_taking_class_Elective,reason_taking_class_Interest,grade_expect_class_A,grade_expect_class_B,grade_expect_class_C,grade_expect_class_D,grade_expect_class_F,grade_expect_class_P,grade_expect_class_NP,learned_great_deal_course_Strongly_Disagree,learned_great_deal_course_Disagree,learned_great_deal_course_Neither_Agree_nor_Disagree,learned_great_deal_course_Agree,learned_great_deal_course_Strongly_Agree,learned_great_deal_course_Not_Applicable,many_hours_week_spend_studying_outside_class_average_01,many_hours_week_spend_studying_outside_class_average_23,many_hours_week_spend_studying_outside_class_average_45,many_hours_week_spend_studying_outside_class_average_67,many_hours_week_spend_studying_outside_class_average_89,many_hours_week_spend_studying_outside_class_average_1011,many_hours_week_spend_studying_outside_class_average_1213,many_hours_week_spend_studying_outside_class_average_1415,many_hours_week_spend_studying_outside_class_average_1617,many_hours_week_spend_studying_outside_class_average_1819,many_hours_week_spend_studying_outside_class_average_20_or_more,often_attend_course_Very_Rarely,often_attend_course_Some_of_the_Time,often_attend_course_Most_of_the_Time,course_material_intellectually_stimulating_Strongly_Disagree,course_material_intellectually_stimulating_Disagree,course_material_intellectually_stimulating_Neither_Agree_nor_Disagree,course_material_intellectually_stimulating_Agree,course_material_intellectually_stimulating_Strongly_Agree,course_material_intellectually_stimulating_Not_Applicable,assignments_promote_learning_Strongly_Disagree,assignments_promote_learning_Disagree,assignments_promote_learning_Neither_Agree_nor_Disagree,assignments_promote_learning_Agree,assignments_promote_learning_Strongly_Agree,assignments_promote_learning_Not_Applicable,required_reading_useful_Strongly_Disagree,required_reading_useful_Disagree,required_reading_useful_Neither_Agree_nor_Disagree,required_reading_useful_Agree,required_reading_useful_Strongly_Agree,required_reading_useful_Not_Applicable,course_difficult_relative_others_Strongly_Disagree,course_difficult_relative_others_Disagree,course_difficult_relative_others_Neither_Agree_nor_Disagree,course_difficult_relative_others_Agree,course_difficult_relative_others_Strongly_Agree,course_difficult_relative_others_Not_Applicable,exams_representative_course_material_Strongly_Disagree,exams_representative_course_material_Disagree,exams_representative_course_material_Neither_Agree_nor_Disagree,exams_representative_course_material_Agree,exams_representative_course_material_Strongly_Agree,exams_representative_course_material_Not_Applicable,recommend_course_overall_Yes,recommend_course_overall_No,instructor_displays_proficient_command_material_Strongly_Disagree,instructor_displays_proficient_command_material_Disagree,instructor_displays_proficient_command_material_Neither_Agree_nor_Disagree,instructor_displays_proficient_command_material_Agree,instructor_displays_proficient_command_material_Strongly_Agree,instructor_displays_proficient_command_material_Not_Applicable,instructor_well_prepared_classes_Strongly_Disagree,instructor_well_prepared_classes_Disagree,instructor_well_prepared_classes_Neither_Agree_nor_Disagree,instructor_well_prepared_classes_Agree,instructor_well_prepared_classes_Strongly_Agree,instructor_well_prepared_classes_Not_Applicable,instructors_speech_clear_audible_Strongly_Disagree,instructors_speech_clear_audible_Disagree,instructors_speech_clear_audible_Neither_Agree_nor_Disagree,instructors_speech_clear_audible_Agree,instructors_speech_clear_audible_Strongly_Agree,instructors_speech_clear_audible_Not_Applicable,instructor_explains_course_material_well_Strongly_Disagree,instructor_explains_course_material_well_Disagree,instructor_explains_course_material_well_Neither_Agree_nor_Disagree,instructor_explains_course_material_well_Agree,instructor_explains_course_material_well_Strongly_Agree,instructor_explains_course_material_well_Not_Applicable,lectures_hold_attention_Strongly_Disagree,lectures_hold_attention_Disagree,lectures_hold_attention_Neither_Agree_nor_Disagree,lectures_hold_attention_Agree,lectures_hold_attention_Strongly_Agree,lectures_hold_attention_Not_Applicable,instructor’s_lecture_style_facilitates_notetaking_Strongly_Disagree,instructor’s_lecture_style_facilitates_notetaking_Disagree,instructor’s_lecture_style_facilitates_notetaking_Neither_Agree_nor_Disagree,instructor’s_lecture_style_facilitates_notetaking_Agree,instructor’s_lecture_style_facilitates_notetaking_Strongly_Agree,instructor’s_lecture_style_facilitates_notetaking_Not_Applicable,instructor_shows_concern_students_learning_Strongly_Disagree,instructor_shows_concern_students_learning_Disagree,instructor_shows_concern_students_learning_Neither_Agree_nor_Disagree,instructor_shows_concern_students_learning_Agree,instructor_shows_concern_students_learning_Strongly_Agree,instructor_shows_concern_students_learning_Not_Applicable,instructor_promotes_appropriate_questionsdiscussion_Strongly_Disagree,instructor_promotes_appropriate_questionsdiscussion_Disagree,instructor_promotes_appropriate_questionsdiscussion_Neither_Agree_nor_Disagree,instructor_promotes_appropriate_questionsdiscussion_Agree,instructor_promotes_appropriate_questionsdiscussion_Strongly_Agree,instructor_promotes_appropriate_questionsdiscussion_Not_Applicable,instructor_accessible_outside_class_Strongly_Disagree,instructor_accessible_outside_class_Disagree,instructor_accessible_outside_class_Neither_Agree_nor_Disagree,instructor_accessible_outside_class_Agree,instructor_accessible_outside_class_Strongly_Agree,instructor_accessible_outside_class_Not_Applicable,instructor_starts_finishes_class_time_Strongly_Disagree,instructor_starts_finishes_class_time_Disagree,instructor_starts_finishes_class_time_Neither_Agree_nor_Disagree,instructor_starts_finishes_class_time_Agree,instructor_starts_finishes_class_time_Strongly_Agree,instructor_starts_finishes_class_time_Not_Applicable,instructor_effective_promoting_academic_integrity_Strongly_Disagree,instructor_effective_promoting_academic_integrity_Disagree,instructor_effective_promoting_academic_integrity_Neither_Agree_nor_Disagree,instructor_effective_promoting_academic_integrity_Agree,instructor_effective_promoting_academic_integrity_Strongly_Agree,instructor_effective_promoting_academic_integrity_Not_Applicable,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Strongly_Disagree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Disagree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Neither_Agree_nor_Disagree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Agree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Strongly_Agree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Not_Applicable,recommend_professor_overall_Yes,recommend_professor_overall_No
"Aluwihare,Lihini",ESYS10-IntrotoEnvironmentalSystems(A),SP19,31,13,69.2%,84.6%,3.50,B+(3.45),A-(3.71),15,69,15,0,0,0,0,0,8,75,17,0,50,33,8,0,0,8,0,17,0,33,25,17,8,25,33,25,8,0,8,0,0,0,0,0,8,42,50,8,0,23,23,38,8,0,8,15,31,38,8,23,15,8,31,15,8,0,31,23,15,23,8,0,15,8,31,38,8,69,31,0,0,0,31,62,8,0,0,0,42,50,8,0,0,0,46,46,8,0,15,8,31,38,8,23,23,8,15,23,8,0,15,31,15,31,8,0,8,15,31,38,8,8,23,15,23,23,8,0,8,25,33,25,8,0,0,0,54,38,8,0,0,8,46,38,8,0,0,23,31,31,15,85,15
"Teranes,Jane",ESYS103-EnvrnmntlChall:Science&Sol(A),SP19,105,38,94.4%,100.0%,3.56,B+(3.44),B(3.24),0,11,34,55,0,0,0,78,17,6,0,0,47,50,3,0,0,0,0,0,0,14,61,25,0,8,44,36,8,3,0,0,0,0,0,0,0,17,83,0,0,11,58,31,0,0,0,3,67,31,0,0,0,6,53,42,0,3,31,42,19,6,0,0,0,3,58,39,0,94,6,0,0,0,42,58,0,0,0,3,39,58,0,0,0,0,29,71,0,0,0,3,47,50,0,0,8,19,47,25,0,0,3,25,42,31,0,0,0,8,44,47,0,0,0,3,28,69,0,0,0,6,46,40,9,0,14,3,29,54,0,0,0,8,42,50,0,0,0,8,39,50,3,100,0
"Teranes,Jane",ESYS190B-EnvirSys/SeniorSeminar(A),SP19,57,11,100.0%,100.0%,9.05,A-(3.91),A-(3.91),0,0,0,100,0,0,0,100,0,0,0,0,91,9,0,0,0,0,0,0,9,0,45,45,0,0,0,27,27,9,9,9,9,0,0,9,9,9,82,0,0,18,36,36,9,0,0,18,27,55,0,0,0,9,9,18,64,0,18,64,9,9,0,0,0,18,0,18,64,100,0,0,0,9,27,64,0,0,0,0,36,64,0,0,0,0,36,64,0,0,0,0,36,64,0,0,0,9,36,45,9,0,0,27,9,27,36,0,0,9,9,82,0,0,0,18,18,64,0,0,0,9,27,64,0,9,0,0,18,73,0,0,0,9,45,45,0,0,0,9,27,55,9,100,0
"Russell,LynnM.",ESYS102-TheSolidandFluidEarth(A),WI19,92,41,91.4%,94.3%,4.90,B+(3.43),B-(2.87),0,10,49,41,0,0,0,79,15,0,0,6,51,40,9,0,0,0,0,0,3,12,47,38,0,3,34,40,6,3,11,0,3,0,0,0,6,26,69,0,9,12,38,41,0,0,3,14,40,43,0,0,3,23,34,40,0,0,29,49,11,11,0,0,9,6,40,46,0,91,9,0,3,0,38,59,0,0,3,3,33,61,0,0,0,6,38,56,0,0,6,6,38,50,0,3,25,28,22,22,0,0,12,15,50,24,0,0,3,21,44,32,0,0,0,15,44,41,0,0,0,18,47,29,6,0,3,6,47,44,0,0,0,3,59,38,0,0,0,9,50,32,9,94,6
"Allen,Eric",ESYS101-EnvironmentalBiology(A),FA18,145,61,94.7%,94.7%,3.88,B+(3.50),B+(3.31),3,23,48,26,0,0,0,84,12,2,0,2,53,43,3,0,0,0,0,2,0,5,53,40,0,17,36,31,5,2,5,2,2,0,0,0,7,21,72,0,2,9,53,36,0,0,2,5,50,41,2,2,12,19,47,19,0,5,35,37,16,5,2,0,4,7,42,47,0,95,5,0,0,0,21,79,0,0,0,0,25,75,0,0,0,0,21,79,0,0,2,2,25,72,0,2,7,14,32,46,0,0,5,18,33,44,0,0,0,5,28,67,0,0,0,7,28,65,0,0,2,19,32,39,9,0,0,0,39,61,0,0,0,7,38,54,2,0,2,7,27,57,7,95,5
"Taylor,JenniferRebecca",ESYS101-EnvironmentalBiology(A),FA18,146,61,94.7%,90.9%,3.88,B+(3.50),B+(3.31),3,23,48,26,0,0,0,84,12,2,0,2,53,43,3,0,0,0,0,2,0,5,53,40,0,17,36,31,5,2,5,2,2,0,0,0,7,21,72,0,2,9,53,36,0,0,2,5,50,41,2,2,12,19,47,19,0,5,35,37,16,5,2,0,4,7,42,47,0,95,5,0,0,4,40,56,0,0,0,0,38,62,0,0,0,2,37,61,0,0,0,7,53,40,0,7,11,18,35,29,0,0,7,15,42,36,0,0,0,2,49,49,0,0,0,2,39,59,0,0,0,11,44,33,13,0,0,0,47,53,0,0,0,4,44,50,2,0,0,8,38,47,8,91,9
"Teranes,Jane",ESYS90-UndergraduateSeminar(A),FA18,26,18,100.0%,93.8%,0.50,A(4.00),N/A,61,22,11,6,0,0,0,6,0,0,6,88,19,0,0,0,0,81,0,0,0,0,33,67,0,100,0,0,0,0,0,0,0,0,0,0,0,6,94,0,0,7,33,60,0,0,7,0,40,27,27,0,0,7,0,7,87,60,13,7,0,7,13,0,0,7,0,7,87,100,0,0,0,0,33,40,27,0,0,0,33,53,13,0,0,0,33,60,7,0,0,7,13,33,47,0,0,0,27,67,7,0,0,0,33,60,7,7,7,7,33,47,0,0,0,0,27,67,7,7,0,13,13,40,27,0,7,7,53,33,0,0,7,7,20,27,40,7,0,7,27,33,27,94,6
"Teranes,Jane",ESYS103-EnvrnmntlChall:Science&Sol(A),SP18,95,32,93.5%,96.8%,4.44,B+(3.41),B(3.20),0,9,53,38,0,0,0,84,10,6,0,0,47,43,7,0,0,3,0,0,0,10,41,48,0,6,32,39,13,3,3,3,0,0,0,0,0,6,94,0,0,7,47,43,3,0,0,6,55,35,3,3,3,6,39,45,3,3,29,48,10,6,3,0,0,6,45,45,3,94,6,0,0,0,31,66,3,0,0,0,29,68,3,0,0,0,29,68,3,0,3,0,37,57,3,3,13,10,30,40,3,3,23,13,19,39,3,0,0,7,27,63,3,0,0,0,23,74,3,0,0,10,30,47,13,0,0,3,35,58,3,0,0,7,30,60,3,0,0,6,32,55,6,97,3
"Teranes,Jane",ESYS190B-EnvirSys/SeniorSeminar(A),SP18,54,11,100.0%,100.0%,4.14,A-(3.82),A-(3.90),0,0,0,100,0,0,0,100,0,0,0,0,82,18,0,0,0,0,0,9,9,18,27,36,0,9,36,18,36,0,0,0,0,0,0,0,0,0,100,0,9,18,36,27,9,0,0,27,18,55,0,0,0,9,9,18,64,0,55,18,9,18,0,0,0,0,0,9,91,100,0,0,0,0,18,82,0,0,0,9,9,82,0,0,0,0,18,82,0,0,0,0,18,82,0,0,0,0,27,73,0,0,0,0,18,55,27,0,0,0,18,82,0,0,0,0,18,82,0,0,0,0,18,73,9,0,0,0,18,82,0,0,0,0,27,73,0,0,0,0,18,82,0,100,0
"Minster,JeanBernardH.",ESYS102-TheSolidandFluidEarth(A),WI18,113,47,93.3%,88.6%,4.68,B+(3.31),B-(2.86),0,17,40,40,2,0,0,84,16,0,0,0,36,60,4,0,0,0,0,0,4,11,56,29,0,4,38,36,9,2,2,9,0,0,0,0,4,20,76,0,2,11,68,18,0,0,2,7,64,27,0,0,7,27,43,23,0,0,27,45,23,5,0,0,0,5,59,36,0,93,7,2,0,5,37,56,0,2,2,7,40,49,0,0,12,16,44,28,0,2,2,9,44,42,0,2,22,15,32,29,0,0,10,19,40,31,0,0,0,7,44,47,2,0,2,12,50,36,0,0,0,29,33,29,10,0,2,7,49,42,0,0,0,5,46,46,2,0,0,14,40,38,7,89,11
