Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived,class_level_Freshman,class_level_Sophomore,class_level_Junior,class_level_Senior,class_level_Graduate,class_level_Extension,class_level_Visitor,reason_taking_class_Major,reason_taking_class_Minor,reason_taking_class_Gen_Ed,reason_taking_class_Elective,reason_taking_class_Interest,grade_expect_class_A,grade_expect_class_B,grade_expect_class_C,grade_expect_class_D,grade_expect_class_F,grade_expect_class_P,grade_expect_class_NP,learned_great_deal_course_Strongly_Disagree,learned_great_deal_course_Disagree,learned_great_deal_course_Neither_Agree_nor_Disagree,learned_great_deal_course_Agree,learned_great_deal_course_Strongly_Agree,learned_great_deal_course_Not_Applicable,many_hours_week_spend_studying_outside_class_average_01,many_hours_week_spend_studying_outside_class_average_23,many_hours_week_spend_studying_outside_class_average_45,many_hours_week_spend_studying_outside_class_average_67,many_hours_week_spend_studying_outside_class_average_89,many_hours_week_spend_studying_outside_class_average_1011,many_hours_week_spend_studying_outside_class_average_1213,many_hours_week_spend_studying_outside_class_average_1415,many_hours_week_spend_studying_outside_class_average_1617,many_hours_week_spend_studying_outside_class_average_1819,many_hours_week_spend_studying_outside_class_average_20_or_more,often_attend_course_Very_Rarely,often_attend_course_Some_of_the_Time,often_attend_course_Most_of_the_Time,course_material_intellectually_stimulating_Strongly_Disagree,course_material_intellectually_stimulating_Disagree,course_material_intellectually_stimulating_Neither_Agree_nor_Disagree,course_material_intellectually_stimulating_Agree,course_material_intellectually_stimulating_Strongly_Agree,course_material_intellectually_stimulating_Not_Applicable,assignments_promote_learning_Strongly_Disagree,assignments_promote_learning_Disagree,assignments_promote_learning_Neither_Agree_nor_Disagree,assignments_promote_learning_Agree,assignments_promote_learning_Strongly_Agree,assignments_promote_learning_Not_Applicable,required_reading_useful_Strongly_Disagree,required_reading_useful_Disagree,required_reading_useful_Neither_Agree_nor_Disagree,required_reading_useful_Agree,required_reading_useful_Strongly_Agree,required_reading_useful_Not_Applicable,course_difficult_relative_others_Strongly_Disagree,course_difficult_relative_others_Disagree,course_difficult_relative_others_Neither_Agree_nor_Disagree,course_difficult_relative_others_Agree,course_difficult_relative_others_Strongly_Agree,course_difficult_relative_others_Not_Applicable,exams_representative_course_material_Strongly_Disagree,exams_representative_course_material_Disagree,exams_representative_course_material_Neither_Agree_nor_Disagree,exams_representative_course_material_Agree,exams_representative_course_material_Strongly_Agree,exams_representative_course_material_Not_Applicable,recommend_course_overall_Yes,recommend_course_overall_No,instructor_displays_proficient_command_material_Strongly_Disagree,instructor_displays_proficient_command_material_Disagree,instructor_displays_proficient_command_material_Neither_Agree_nor_Disagree,instructor_displays_proficient_command_material_Agree,instructor_displays_proficient_command_material_Strongly_Agree,instructor_displays_proficient_command_material_Not_Applicable,instructor_well_prepared_classes_Strongly_Disagree,instructor_well_prepared_classes_Disagree,instructor_well_prepared_classes_Neither_Agree_nor_Disagree,instructor_well_prepared_classes_Agree,instructor_well_prepared_classes_Strongly_Agree,instructor_well_prepared_classes_Not_Applicable,instructors_speech_clear_audible_Strongly_Disagree,instructors_speech_clear_audible_Disagree,instructors_speech_clear_audible_Neither_Agree_nor_Disagree,instructors_speech_clear_audible_Agree,instructors_speech_clear_audible_Strongly_Agree,instructors_speech_clear_audible_Not_Applicable,instructor_explains_course_material_well_Strongly_Disagree,instructor_explains_course_material_well_Disagree,instructor_explains_course_material_well_Neither_Agree_nor_Disagree,instructor_explains_course_material_well_Agree,instructor_explains_course_material_well_Strongly_Agree,instructor_explains_course_material_well_Not_Applicable,lectures_hold_attention_Strongly_Disagree,lectures_hold_attention_Disagree,lectures_hold_attention_Neither_Agree_nor_Disagree,lectures_hold_attention_Agree,lectures_hold_attention_Strongly_Agree,lectures_hold_attention_Not_Applicable,instructor’s_lecture_style_facilitates_notetaking_Strongly_Disagree,instructor’s_lecture_style_facilitates_notetaking_Disagree,instructor’s_lecture_style_facilitates_notetaking_Neither_Agree_nor_Disagree,instructor’s_lecture_style_facilitates_notetaking_Agree,instructor’s_lecture_style_facilitates_notetaking_Strongly_Agree,instructor’s_lecture_style_facilitates_notetaking_Not_Applicable,instructor_shows_concern_students_learning_Strongly_Disagree,instructor_shows_concern_students_learning_Disagree,instructor_shows_concern_students_learning_Neither_Agree_nor_Disagree,instructor_shows_concern_students_learning_Agree,instructor_shows_concern_students_learning_Strongly_Agree,instructor_shows_concern_students_learning_Not_Applicable,instructor_promotes_appropriate_questionsdiscussion_Strongly_Disagree,instructor_promotes_appropriate_questionsdiscussion_Disagree,instructor_promotes_appropriate_questionsdiscussion_Neither_Agree_nor_Disagree,instructor_promotes_appropriate_questionsdiscussion_Agree,instructor_promotes_appropriate_questionsdiscussion_Strongly_Agree,instructor_promotes_appropriate_questionsdiscussion_Not_Applicable,instructor_accessible_outside_class_Strongly_Disagree,instructor_accessible_outside_class_Disagree,instructor_accessible_outside_class_Neither_Agree_nor_Disagree,instructor_accessible_outside_class_Agree,instructor_accessible_outside_class_Strongly_Agree,instructor_accessible_outside_class_Not_Applicable,instructor_starts_finishes_class_time_Strongly_Disagree,instructor_starts_finishes_class_time_Disagree,instructor_starts_finishes_class_time_Neither_Agree_nor_Disagree,instructor_starts_finishes_class_time_Agree,instructor_starts_finishes_class_time_Strongly_Agree,instructor_starts_finishes_class_time_Not_Applicable,instructor_effective_promoting_academic_integrity_Strongly_Disagree,instructor_effective_promoting_academic_integrity_Disagree,instructor_effective_promoting_academic_integrity_Neither_Agree_nor_Disagree,instructor_effective_promoting_academic_integrity_Agree,instructor_effective_promoting_academic_integrity_Strongly_Agree,instructor_effective_promoting_academic_integrity_Not_Applicable,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Strongly_Disagree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Disagree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Neither_Agree_nor_Disagree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Agree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Strongly_Agree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Not_Applicable,recommend_professor_overall_Yes,recommend_professor_overall_No,recommend_seminar_overall_Yes,recommend_seminar_overall_No,instructor_explains_seminar_material_well_Strongly_Disagree,instructor_explains_seminar_material_well_Disagree,instructor_explains_seminar_material_well_Neither_Agree_nor_Disagree,instructor_explains_seminar_material_well_Agree,instructor_explains_seminar_material_well_Strongly_Agree,instructor_explains_seminar_material_well_Not_Applicable,instructor_structures_assignments_help_prepare_seminar_discussions_Strongly_Disagree,instructor_structures_assignments_help_prepare_seminar_discussions_Disagree,instructor_structures_assignments_help_prepare_seminar_discussions_Neither_Agree_nor_Disagree,instructor_structures_assignments_help_prepare_seminar_discussions_Agree,instructor_structures_assignments_help_prepare_seminar_discussions_Strongly_Agree,instructor_structures_assignments_help_prepare_seminar_discussions_Not_Applicable,instructor_provides_equal_opportunity_student_participate_Strongly_Disagree,instructor_provides_equal_opportunity_student_participate_Disagree,instructor_provides_equal_opportunity_student_participate_Neither_Agree_nor_Disagree,instructor_provides_equal_opportunity_student_participate_Agree,instructor_provides_equal_opportunity_student_participate_Strongly_Agree,instructor_provides_equal_opportunity_student_participate_Not_Applicable,instructor_facilitates_active_discussions_among_students_Strongly_Disagree,instructor_facilitates_active_discussions_among_students_Disagree,instructor_facilitates_active_discussions_among_students_Neither_Agree_nor_Disagree,instructor_facilitates_active_discussions_among_students_Agree,instructor_facilitates_active_discussions_among_students_Strongly_Agree,instructor_facilitates_active_discussions_among_students_Not_Applicable,wellprepared_classdiscussion_sections_Strongly_Disagree,wellprepared_classdiscussion_sections_Disagree,wellprepared_classdiscussion_sections_Neither_Agree_nor_Disagree,wellprepared_classdiscussion_sections_Agree,wellprepared_classdiscussion_sections_Strongly_Agree,wellprepared_classdiscussion_sections_Not_Applicable,instructor_effectively_organized_facilitated_wellrun_learning_activities_Strongly_Disagree,instructor_effectively_organized_facilitated_wellrun_learning_activities_Disagree,instructor_effectively_organized_facilitated_wellrun_learning_activities_Neither_Agree_nor_Disagree,instructor_effectively_organized_facilitated_wellrun_learning_activities_Agree,instructor_effectively_organized_facilitated_wellrun_learning_activities_Strongly_Agree,instructor_effectively_organized_facilitated_wellrun_learning_activities_Not_Applicable,instructor_encouraged_student_participation_class_Strongly_Disagree,instructor_encouraged_student_participation_class_Disagree,instructor_encouraged_student_participation_class_Neither_Agree_nor_Disagree,instructor_encouraged_student_participation_class_Agree,instructor_encouraged_student_participation_class_Strongly_Agree,instructor_encouraged_student_participation_class_Not_Applicable
"Nguyen,HoangTan",CGS119-AsianAmericanFilmandMedia(A),S219,14,4,100.0%,100.0%,5.17,A(4.00),N/A,0,0,75,25,0,0,0,67,0,33,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,67,33,0,0,0,0,0,0,0,0,0,100,0,0,0,67,33,0,0,0,33,33,33,0,0,0,0,33,67,0,0,0,33,33,33,0,0,0,0,33,33,33,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,50,50,0,0,0,0,0,100,0,0,0,0,50,50,0,0,0,0,100,0,0,0,0,0,50,50,0,0,0,0,50,50,0,0,0,0,50,50,0,0,0,0,50,50,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Martinez,America",CGS105-QueerTheory(A),S119,7,4,100.0%,100.0%,6.00,B(3.00),N/A,0,0,50,50,0,0,0,0,0,33,0,67,25,50,25,0,0,0,0,0,0,0,0,100,0,0,25,25,0,50,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,25,0,75,0,0,0,0,0,100,0,25,0,25,25,25,0,0,0,25,0,25,50,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Werner,BradleyT.",CGS105-QueerTheory(A),S119,7,4,100.0%,100.0%,6.00,B(3.00),N/A,0,0,50,50,0,0,0,0,0,33,0,67,25,50,25,0,0,0,0,0,0,0,0,100,0,0,25,25,0,50,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,25,0,75,0,0,0,0,0,100,0,25,0,25,25,25,0,0,0,25,0,25,50,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,25,75,0,0,0,0,0,100,0,0,0,0,25,75,0,0,0,0,50,50,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shaikh,Hina",CGS112-Sexuality&Nation(A),S119,13,10,100.0%,100.0%,7.30,B+(3.60),N/A,10,10,30,50,0,0,0,20,0,30,40,10,60,40,0,0,0,0,0,0,0,10,0,90,0,0,20,40,0,20,0,10,0,0,0,10,0,0,100,0,0,10,0,90,0,0,10,0,10,80,0,0,0,10,0,90,0,0,20,60,0,10,10,0,0,20,0,20,60,100,0,0,0,11,0,89,0,0,0,0,11,89,0,0,0,0,11,89,0,0,0,11,11,78,0,0,11,0,11,78,0,0,11,0,11,78,0,0,0,0,22,78,0,0,0,11,0,89,0,0,0,0,11,89,0,0,0,0,11,89,0,0,0,0,11,89,0,0,0,0,11,89,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hankins,JosephD.",CGS100B-ConceptualizingGndr:Methods(A),SP19,25,8,85.7%,100.0%,4.50,A(4.00),B+(3.57),0,0,12,88,0,0,0,25,62,0,0,12,88,0,0,0,0,12,0,0,0,0,43,57,0,0,43,29,14,14,0,0,0,0,0,0,0,0,100,0,0,0,43,57,0,0,0,0,29,71,0,0,0,0,43,57,0,0,14,57,14,14,0,0,0,0,14,14,71,86,14,0,0,0,0,100,0,0,0,0,29,71,0,0,0,0,0,100,0,0,0,0,29,71,0,0,0,14,14,71,0,0,0,14,14,29,43,0,0,0,0,100,0,0,0,0,29,71,0,0,0,0,29,57,14,0,0,14,29,57,0,0,0,0,0,57,43,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kheshti,Roshanak",CGS112-Sexuality&Nation(A),SP19,24,10,100.0%,100.0%,3.90,B(3.25),A-(3.73),10,10,20,60,0,0,0,10,10,40,30,10,50,20,0,0,10,20,0,0,0,20,20,60,0,10,40,30,10,10,0,0,0,0,0,0,10,0,90,0,0,10,20,70,0,0,0,10,10,80,0,0,0,0,20,80,0,0,10,40,40,10,0,0,0,0,30,40,30,100,0,0,0,0,10,90,0,0,0,0,10,90,0,0,0,0,10,90,0,0,0,0,10,90,0,0,0,10,10,80,0,0,0,0,30,60,10,0,0,0,20,80,0,0,0,0,10,90,0,0,0,0,30,60,10,0,0,0,30,70,0,0,0,10,20,70,0,0,0,0,10,80,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Icreverzi,KimberlyHeathe",CGS113-Gender&SexualityintheArts(A),SP19,19,9,100.0%,100.0%,4.94,A-(3.75),N/A,0,22,56,22,0,0,0,44,44,11,0,0,67,22,0,0,0,11,0,0,0,0,11,89,0,22,22,22,11,0,11,11,0,0,0,0,0,0,100,0,0,0,22,78,0,0,0,0,44,56,0,0,0,0,11,89,0,0,11,22,56,11,0,0,0,0,0,33,67,100,0,0,0,0,11,89,0,0,0,0,22,78,0,0,0,0,22,78,0,0,0,11,22,67,0,0,0,11,22,67,0,0,0,33,22,33,11,0,0,0,11,89,0,0,0,0,22,78,0,0,0,0,33,67,0,0,0,11,22,67,0,0,0,0,33,67,0,0,0,0,11,89,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Taylor-Garcia,Daphne","CGS114-Gender,Race,Ethnicity&Class(A)",SP19,19,5,80.0%,100.0%,4.90,B(3.00),N/A,20,0,40,40,0,0,0,40,0,20,20,20,20,40,20,0,0,20,0,20,0,20,40,20,0,20,0,40,20,20,0,0,0,0,0,0,0,0,100,0,0,20,40,40,0,0,20,20,20,40,0,0,0,0,60,40,0,0,0,40,40,20,0,0,0,0,40,40,20,80,20,0,0,0,40,60,0,0,0,0,40,60,0,0,0,0,20,80,0,20,0,0,20,60,0,0,0,60,0,40,0,0,40,20,20,20,0,0,20,0,40,40,0,0,0,0,60,40,0,0,0,0,20,60,20,0,0,0,40,60,0,0,0,20,40,40,0,0,0,0,20,80,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hankins,JosephD.",CGS118-GenderandIncarceration(A),SP19,14,6,100.0%,100.0%,3.83,B+(3.50),N/A,17,0,17,67,0,0,0,17,0,33,0,50,50,50,0,0,0,0,0,0,0,0,17,83,0,0,50,33,17,0,0,0,0,0,0,0,0,0,100,0,0,0,17,83,0,0,0,0,17,83,0,0,0,0,17,83,0,0,0,50,50,0,0,0,17,0,17,50,17,100,0,0,0,0,0,100,0,0,0,0,20,80,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,17,33,50,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,83,17,0,0,0,33,67,0,0,0,0,33,67,0,0,0,0,17,83,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Whitley,LeilaMarie",CGS122-Adv.Top/Compar.Perspectives(A),SP19,10,8,100.0%,100.0%,5.75,B+(3.63),N/A,0,0,38,50,12,0,0,25,25,12,12,25,62,38,0,0,0,0,0,0,0,0,0,0,0,0,0,62,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,100,0,0,0,0,12,88,0,0,0,0,0,100,0,0,0,0,12,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
