Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived,class_level_Freshman,class_level_Sophomore,class_level_Junior,class_level_Senior,class_level_Graduate,class_level_Extension,class_level_Visitor,reason_taking_class_Major,reason_taking_class_Minor,reason_taking_class_Gen_Ed,reason_taking_class_Elective,reason_taking_class_Interest,grade_expect_class_A,grade_expect_class_B,grade_expect_class_C,grade_expect_class_D,grade_expect_class_F,grade_expect_class_P,grade_expect_class_NP,learned_great_deal_course_Strongly_Disagree,learned_great_deal_course_Disagree,learned_great_deal_course_Neither_Agree_nor_Disagree,learned_great_deal_course_Agree,learned_great_deal_course_Strongly_Agree,learned_great_deal_course_Not_Applicable,many_hours_week_spend_studying_outside_class_average_01,many_hours_week_spend_studying_outside_class_average_23,many_hours_week_spend_studying_outside_class_average_45,many_hours_week_spend_studying_outside_class_average_67,many_hours_week_spend_studying_outside_class_average_89,many_hours_week_spend_studying_outside_class_average_1011,many_hours_week_spend_studying_outside_class_average_1213,many_hours_week_spend_studying_outside_class_average_1415,many_hours_week_spend_studying_outside_class_average_1617,many_hours_week_spend_studying_outside_class_average_1819,many_hours_week_spend_studying_outside_class_average_20_or_more,often_attend_course_Very_Rarely,often_attend_course_Some_of_the_Time,often_attend_course_Most_of_the_Time,course_material_intellectually_stimulating_Strongly_Disagree,course_material_intellectually_stimulating_Disagree,course_material_intellectually_stimulating_Neither_Agree_nor_Disagree,course_material_intellectually_stimulating_Agree,course_material_intellectually_stimulating_Strongly_Agree,course_material_intellectually_stimulating_Not_Applicable,assignments_promote_learning_Strongly_Disagree,assignments_promote_learning_Disagree,assignments_promote_learning_Neither_Agree_nor_Disagree,assignments_promote_learning_Agree,assignments_promote_learning_Strongly_Agree,assignments_promote_learning_Not_Applicable,required_reading_useful_Strongly_Disagree,required_reading_useful_Disagree,required_reading_useful_Neither_Agree_nor_Disagree,required_reading_useful_Agree,required_reading_useful_Strongly_Agree,required_reading_useful_Not_Applicable,course_difficult_relative_others_Strongly_Disagree,course_difficult_relative_others_Disagree,course_difficult_relative_others_Neither_Agree_nor_Disagree,course_difficult_relative_others_Agree,course_difficult_relative_others_Strongly_Agree,course_difficult_relative_others_Not_Applicable,exams_representative_course_material_Strongly_Disagree,exams_representative_course_material_Disagree,exams_representative_course_material_Neither_Agree_nor_Disagree,exams_representative_course_material_Agree,exams_representative_course_material_Strongly_Agree,exams_representative_course_material_Not_Applicable,recommend_course_overall_Yes,recommend_course_overall_No,instructor_displays_proficient_command_material_Strongly_Disagree,instructor_displays_proficient_command_material_Disagree,instructor_displays_proficient_command_material_Neither_Agree_nor_Disagree,instructor_displays_proficient_command_material_Agree,instructor_displays_proficient_command_material_Strongly_Agree,instructor_displays_proficient_command_material_Not_Applicable,instructor_well_prepared_classes_Strongly_Disagree,instructor_well_prepared_classes_Disagree,instructor_well_prepared_classes_Neither_Agree_nor_Disagree,instructor_well_prepared_classes_Agree,instructor_well_prepared_classes_Strongly_Agree,instructor_well_prepared_classes_Not_Applicable,instructors_speech_clear_audible_Strongly_Disagree,instructors_speech_clear_audible_Disagree,instructors_speech_clear_audible_Neither_Agree_nor_Disagree,instructors_speech_clear_audible_Agree,instructors_speech_clear_audible_Strongly_Agree,instructors_speech_clear_audible_Not_Applicable,instructor_explains_course_material_well_Strongly_Disagree,instructor_explains_course_material_well_Disagree,instructor_explains_course_material_well_Neither_Agree_nor_Disagree,instructor_explains_course_material_well_Agree,instructor_explains_course_material_well_Strongly_Agree,instructor_explains_course_material_well_Not_Applicable,lectures_hold_attention_Strongly_Disagree,lectures_hold_attention_Disagree,lectures_hold_attention_Neither_Agree_nor_Disagree,lectures_hold_attention_Agree,lectures_hold_attention_Strongly_Agree,lectures_hold_attention_Not_Applicable,instructor’s_lecture_style_facilitates_notetaking_Strongly_Disagree,instructor’s_lecture_style_facilitates_notetaking_Disagree,instructor’s_lecture_style_facilitates_notetaking_Neither_Agree_nor_Disagree,instructor’s_lecture_style_facilitates_notetaking_Agree,instructor’s_lecture_style_facilitates_notetaking_Strongly_Agree,instructor’s_lecture_style_facilitates_notetaking_Not_Applicable,instructor_shows_concern_students_learning_Strongly_Disagree,instructor_shows_concern_students_learning_Disagree,instructor_shows_concern_students_learning_Neither_Agree_nor_Disagree,instructor_shows_concern_students_learning_Agree,instructor_shows_concern_students_learning_Strongly_Agree,instructor_shows_concern_students_learning_Not_Applicable,instructor_promotes_appropriate_questionsdiscussion_Strongly_Disagree,instructor_promotes_appropriate_questionsdiscussion_Disagree,instructor_promotes_appropriate_questionsdiscussion_Neither_Agree_nor_Disagree,instructor_promotes_appropriate_questionsdiscussion_Agree,instructor_promotes_appropriate_questionsdiscussion_Strongly_Agree,instructor_promotes_appropriate_questionsdiscussion_Not_Applicable,instructor_accessible_outside_class_Strongly_Disagree,instructor_accessible_outside_class_Disagree,instructor_accessible_outside_class_Neither_Agree_nor_Disagree,instructor_accessible_outside_class_Agree,instructor_accessible_outside_class_Strongly_Agree,instructor_accessible_outside_class_Not_Applicable,instructor_starts_finishes_class_time_Strongly_Disagree,instructor_starts_finishes_class_time_Disagree,instructor_starts_finishes_class_time_Neither_Agree_nor_Disagree,instructor_starts_finishes_class_time_Agree,instructor_starts_finishes_class_time_Strongly_Agree,instructor_starts_finishes_class_time_Not_Applicable,instructor_effective_promoting_academic_integrity_Strongly_Disagree,instructor_effective_promoting_academic_integrity_Disagree,instructor_effective_promoting_academic_integrity_Neither_Agree_nor_Disagree,instructor_effective_promoting_academic_integrity_Agree,instructor_effective_promoting_academic_integrity_Strongly_Agree,instructor_effective_promoting_academic_integrity_Not_Applicable,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Strongly_Disagree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Disagree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Neither_Agree_nor_Disagree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Agree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Strongly_Agree,instructor_practiced_effective_teaching_strategies_acknowledged_valued_differences_among_students_including_differences_race_gender_identity_Not_Applicable,recommend_professor_overall_Yes,recommend_professor_overall_No,recommend_seminar_overall_Yes,recommend_seminar_overall_No,instructor_explains_seminar_material_well_Strongly_Disagree,instructor_explains_seminar_material_well_Disagree,instructor_explains_seminar_material_well_Neither_Agree_nor_Disagree,instructor_explains_seminar_material_well_Agree,instructor_explains_seminar_material_well_Strongly_Agree,instructor_explains_seminar_material_well_Not_Applicable,instructor_structures_assignments_help_prepare_seminar_discussions_Strongly_Disagree,instructor_structures_assignments_help_prepare_seminar_discussions_Disagree,instructor_structures_assignments_help_prepare_seminar_discussions_Neither_Agree_nor_Disagree,instructor_structures_assignments_help_prepare_seminar_discussions_Agree,instructor_structures_assignments_help_prepare_seminar_discussions_Strongly_Agree,instructor_structures_assignments_help_prepare_seminar_discussions_Not_Applicable,instructor_provides_equal_opportunity_student_participate_Strongly_Disagree,instructor_provides_equal_opportunity_student_participate_Disagree,instructor_provides_equal_opportunity_student_participate_Neither_Agree_nor_Disagree,instructor_provides_equal_opportunity_student_participate_Agree,instructor_provides_equal_opportunity_student_participate_Strongly_Agree,instructor_provides_equal_opportunity_student_participate_Not_Applicable,instructor_facilitates_active_discussions_among_students_Strongly_Disagree,instructor_facilitates_active_discussions_among_students_Disagree,instructor_facilitates_active_discussions_among_students_Neither_Agree_nor_Disagree,instructor_facilitates_active_discussions_among_students_Agree,instructor_facilitates_active_discussions_among_students_Strongly_Agree,instructor_facilitates_active_discussions_among_students_Not_Applicable,able_apply_things_learned_class_better_understand_media_technology_Strongly_Disagree,able_apply_things_learned_class_better_understand_media_technology_Disagree,able_apply_things_learned_class_better_understand_media_technology_Neither_Agree_nor_Disagree,able_apply_things_learned_class_better_understand_media_technology_Agree,able_apply_things_learned_class_better_understand_media_technology_Strongly_Agree,able_apply_things_learned_class_better_understand_media_technology_Not_Applicable,would_recommend_class_students_Strongly_Disagree,would_recommend_class_students_Disagree,would_recommend_class_students_Neither_Agree_nor_Disagree,would_recommend_class_students_Agree,would_recommend_class_students_Strongly_Agree,would_recommend_class_students_Not_Applicable,assigned_reading_material_informative_relevant_class_syllabus_Strongly_Disagree,assigned_reading_material_informative_relevant_class_syllabus_Disagree,assigned_reading_material_informative_relevant_class_syllabus_Neither_Agree_nor_Disagree,assigned_reading_material_informative_relevant_class_syllabus_Agree,assigned_reading_material_informative_relevant_class_syllabus_Strongly_Agree,assigned_reading_material_informative_relevant_class_syllabus_Not_Applicable,professor_adequately_explained_assignments_Strongly_Disagree,professor_adequately_explained_assignments_Disagree,professor_adequately_explained_assignments_Neither_Agree_nor_Disagree,professor_adequately_explained_assignments_Agree,professor_adequately_explained_assignments_Strongly_Agree,professor_adequately_explained_assignments_Not_Applicable,professor_tied_real_world_experience_learning_Strongly_Disagree,professor_tied_real_world_experience_learning_Disagree,professor_tied_real_world_experience_learning_Neither_Agree_nor_Disagree,professor_tied_real_world_experience_learning_Agree,professor_tied_real_world_experience_learning_Strongly_Agree,professor_tied_real_world_experience_learning_Not_Applicable,class_met_expectations_Strongly_Disagree,class_met_expectations_Disagree,class_met_expectations_Neither_Agree_nor_Disagree,class_met_expectations_Agree,class_met_expectations_Strongly_Agree,class_met_expectations_Not_Applicable
"Gagnon,JeffreyC",INTL190-Seminar/InternationalStudies(A),S219,15,6,100.0%,100.0%,9.17,B+(3.50),N/A,0,0,0,100,0,0,0,100,0,0,0,0,50,50,0,0,0,0,0,17,0,0,0,83,0,0,0,33,17,0,0,33,17,0,0,0,0,0,100,0,0,0,17,83,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,33,33,33,0,0,0,0,0,33,67,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,17,83,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,17,83,0,0,0,0,17,83,0,0,0,0,17,83,0,0,0,0,17,83,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Samstad,JamesG.",INTL190-Seminar/InternationalStudies(B),S219,14,3,66.7%,100.0%,9.17,B(3.00),N/A,0,0,0,100,0,0,0,100,0,0,0,0,33,33,33,0,0,0,0,0,0,0,67,33,0,0,0,0,33,33,0,33,0,0,0,0,0,0,100,0,0,33,67,0,0,0,0,0,67,33,0,0,0,0,67,33,0,0,0,0,67,33,0,0,0,0,33,33,33,67,33,0,0,0,50,50,0,0,0,0,33,67,0,0,0,0,33,67,0,0,0,0,33,67,0,0,33,33,33,0,0,0,0,33,33,33,0,0,0,0,100,0,0,0,0,0,67,33,0,0,0,0,67,33,0,0,0,0,67,33,0,0,0,0,67,33,0,0,0,0,67,33,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lettieri,MichaelJoseph",INTL190-Seminar/InternationalStudies(A),S119,15,4,100.0%,100.0%,6.50,C+(2.50),N/A,0,0,0,100,0,0,0,100,0,0,0,0,0,50,50,0,0,0,0,0,0,0,25,75,0,0,0,50,0,50,0,0,0,0,0,0,0,25,75,0,0,25,0,75,0,0,0,25,50,25,0,0,25,0,50,25,0,0,25,0,25,50,0,0,25,25,0,0,50,100,0,0,0,25,25,50,0,0,0,0,50,50,0,0,0,0,50,50,0,0,50,0,25,25,0,0,25,0,50,25,0,0,0,50,25,25,0,0,25,0,25,50,0,0,25,0,25,50,0,0,0,0,25,75,0,0,0,0,50,50,0,0,0,0,50,50,0,0,0,0,25,50,25,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gilson,Nancy",INTL101-Cult&Society/Intrn'lPerspec(A),SP19,272,105,72.3%,76.0%,5.29,B(3.13),C+(2.59),1,4,48,48,0,0,0,95,1,2,2,0,27,58,14,0,0,0,1,6,12,17,42,23,0,5,28,32,19,9,2,3,0,0,1,2,2,31,67,2,9,13,51,25,0,2,11,13,48,25,2,3,8,15,46,29,0,1,6,21,49,23,1,4,9,15,50,16,6,72,28,2,0,10,37,51,0,2,1,10,42,44,0,1,4,14,39,41,0,5,9,13,37,36,0,10,12,31,24,23,0,7,18,15,36,24,0,4,6,17,42,31,0,3,4,15,37,39,1,2,1,11,52,29,5,1,1,10,47,40,0,1,0,8,45,46,0,2,2,10,40,43,2,76,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Haggard,StephanM.","INTL102-Econ,Politics&Intn'lChange(A)",SP19,272,99,88.5%,95.8%,5.30,B+(3.33),B(3.26),2,10,43,44,0,0,0,94,2,3,1,0,43,46,11,0,0,0,0,1,1,14,49,35,0,5,28,29,16,13,3,2,1,1,0,1,10,29,62,1,7,9,49,33,0,1,4,14,50,30,1,1,7,10,45,36,0,1,3,36,37,22,0,1,4,4,49,42,0,89,11,0,0,4,32,64,0,0,0,5,31,63,1,0,1,5,32,61,1,0,0,4,41,53,1,1,11,21,33,32,2,1,7,16,44,31,1,1,0,16,44,38,1,0,1,4,50,44,1,0,0,16,40,36,8,0,0,5,41,52,1,0,1,6,46,44,3,0,1,7,46,43,3,96,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clemens,Jeffrey",INTL190-Seminar/InternationalStudies(A),SP19,21,7,100.0%,100.0%,6.79,A-(3.83),B+(3.51),0,0,0,100,0,0,0,100,0,0,0,0,83,17,0,0,0,0,0,0,0,0,43,57,0,0,29,43,0,0,14,0,0,0,14,0,0,0,100,0,0,0,71,29,0,0,0,14,29,57,0,0,0,14,29,57,0,0,43,0,43,14,0,0,0,0,29,29,43,100,0,0,0,0,17,83,0,0,0,0,20,80,0,0,0,0,17,83,0,0,0,0,20,80,0,0,0,0,50,50,0,0,0,0,50,50,0,0,0,0,17,83,0,0,0,0,17,83,0,0,0,0,17,83,0,0,0,0,17,83,0,0,0,0,17,83,0,0,0,0,17,67,17,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Niehaus,Paul",INTL190-Seminar/InternationalStudies(B),SP19,21,4,75.0%,100.0%,5.50,B-(2.75),B(3.10),0,0,0,100,0,0,0,100,0,0,0,0,0,75,25,0,0,0,0,0,0,0,50,50,0,0,25,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,25,75,0,0,0,0,25,75,0,0,0,0,25,75,0,0,0,25,50,25,0,0,0,0,25,25,50,75,25,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,25,75,0,0,0,0,25,75,0,0,0,0,75,25,0,0,0,25,25,50,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,50,50,0,0,0,0,100,0,0,0,0,25,75,0,0,0,0,25,75,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Auerbach,BradfordC",INTL190-Seminar/InternationalStudies(C),SP19,25,11,100.0%,100.0%,3.90,B+(3.60),B+(3.38),0,0,0,100,0,0,0,100,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,60,20,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,50,10,0,0,20,20,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,50,20,100,0,100,0,0,0,10,30,60,0,0,0,0,40,60,0,0,0,0,40,60,0,0,20,0,30,50,0,0,0,0,50,50,0,0,0,0,33,67,0,0,10,10,20,60,0,10,0,10,30,50,0,0,0,0,20,80,0,0,0,0,0,0,0
"Major,Ivan",INTL190-Seminar/InternationalStudies(E),SP19,25,9,77.8%,88.9%,4.06,B+(3.56),A-(3.86),0,0,0,100,0,0,0,89,11,0,0,0,67,22,11,0,0,0,0,0,0,44,33,22,0,11,44,11,22,11,0,0,0,0,0,0,11,11,78,0,22,11,22,44,0,0,0,11,44,44,0,0,11,33,22,33,0,11,22,11,22,33,0,0,0,22,22,33,22,78,22,0,0,11,22,67,0,0,0,11,33,56,0,0,11,22,33,33,0,0,0,11,56,33,0,11,11,33,11,33,0,0,22,22,33,22,0,0,0,22,33,44,0,0,0,11,44,44,0,0,0,22,33,44,0,0,0,11,33,56,0,0,0,22,33,44,0,0,0,11,22,56,11,89,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fisk,DavidLee",INTL190-Seminar/InternationalStudies(F),SP19,25,7,85.7%,100.0%,6.50,B+(3.57),B+(3.39),0,0,0,100,0,0,0,100,0,0,0,0,57,43,0,0,0,0,0,0,0,0,14,86,0,0,14,29,43,0,0,0,14,0,0,0,0,0,100,0,14,14,14,57,0,0,0,14,14,71,0,0,0,0,14,86,0,0,0,29,29,43,0,0,0,14,0,43,43,86,14,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,29,71,0,0,0,14,0,86,0,0,0,0,14,86,0,0,0,0,14,86,0,0,0,0,14,86,0,0,0,0,14,86,0,0,0,0,14,86,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
